-- Logs begin at Wed 2019-12-18 15:20:13 UTC, end at Fri 2019-12-20 01:05:17 UTC. --
Dec 20 00:43:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:43:48.247728 I | etcdserver: start to snapshot (applied: 49776120, lastsnap: 49766119)
Dec 20 00:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:33.294667 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (683.291251ms) to execute
Dec 20 00:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:33.294749 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (147.127506ms) to execute
Dec 20 00:57:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:33.294814 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (156.900594ms) to execute
Dec 20 00:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:40.930116 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4296" took too long (419.209951ms) to execute
Dec 20 00:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:40.930155 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (191.232574ms) to execute
Dec 20 00:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:40.930169 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4239" took too long (419.315828ms) to execute
Dec 20 00:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:40.930332 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (330.30007ms) to execute
Dec 20 00:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:40.930391 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (127.119334ms) to execute
Dec 20 00:57:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:45.687853 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000637-0000000002f4f6f8.wal successfully
Dec 20 00:57:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:51.360704 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (287.541816ms) to execute
Dec 20 00:57:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:51.360757 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (227.614299ms) to execute
Dec 20 00:57:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:51.360823 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4430" took too long (523.34983ms) to execute
Dec 20 00:57:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:57:51.361032 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (637.872877ms) to execute
Dec 20 00:58:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:32.659126 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (159.131207ms) to execute
Dec 20 00:58:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:32.659304 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (159.110155ms) to execute
Dec 20 00:58:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:36.674404 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (346.944728ms) to execute
Dec 20 00:58:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:50.901007 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/prometheus-848f5f9cc8-n85dw\" " with result "range_response_count:1 size:2086" took too long (211.707129ms) to execute
Dec 20 00:58:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:50.906004 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-policy\" " with result "range_response_count:1 size:926" took too long (183.217171ms) to execute
Dec 20 00:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:52.727277 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (135.773727ms) to execute
Dec 20 00:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:52.727349 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (135.958794ms) to execute
Dec 20 00:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:52.727660 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (136.113489ms) to execute
Dec 20 00:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:52.727768 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (136.09917ms) to execute
Dec 20 00:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:52.727877 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (136.255138ms) to execute
Dec 20 00:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 00:58:52.727964 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (135.220761ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.391235 I | mvcc: store.index: compact 45161456
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.401190 I | mvcc: finished scheduled compaction at 45161456 (took 8.208655ms)
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793337 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (240.988566ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793387 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (239.951866ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793409 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (242.53165ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793517 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (239.042243ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793544 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (236.546802ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793636 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (238.394597ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793664 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (235.773475ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793749 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (238.281461ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793773 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (235.786388ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793851 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (237.720953ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793871 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (240.26272ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793941 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (237.546469ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.793982 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (240.070976ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794038 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (235.937295ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794054 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (239.068498ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794124 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (234.317519ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794147 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (260.099722ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794205 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (236.913395ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794223 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (234.311735ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794271 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (236.323626ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794335 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (227.434237ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794358 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (261.041372ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794407 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/prometheus-848f5f9cc8-n85dw\" " with result "range_response_count:1 size:2197" took too long (167.705081ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794467 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (226.826946ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794556 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (226.514506ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794601 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (260.09574ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794646 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (224.525947ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794748 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (252.841244ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794795 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (250.979774ms) to execute
Dec 20 01:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:04.794883 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-kcbmh\" " with result "range_response_count:1 size:2314" took too long (240.646734ms) to execute
Dec 20 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:06.645912 W | etcdserver: read-only range request "key:\"/registry/limitranges/istio-system/\" range_end:\"/registry/limitranges/istio-system0\" " with result "range_response_count:0 size:7" took too long (161.586218ms) to execute
Dec 20 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:06.676593 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (164.744282ms) to execute
Dec 20 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:06.895108 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-telemetry\" " with result "range_response_count:1 size:546" took too long (173.14713ms) to execute
Dec 20 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:06.895325 W | etcdserver: request "header:<ID:14919139277707978317 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-telemetry\" mod_revision:45162350 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-telemetry\" value_size:6083 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-telemetry\" > >>" with result "size:20" took too long (143.611847ms) to execute
Dec 20 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:06.910659 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-telemetry-57658695c8-bfgcd\" " with result "range_response_count:1 size:2838" took too long (171.354084ms) to execute
Dec 20 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:06.910694 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1479" took too long (144.166756ms) to execute
Dec 20 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:06.910895 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-telemetry\" " with result "range_response_count:1 size:959" took too long (172.563524ms) to execute
Dec 20 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:06.910976 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (126.656791ms) to execute
Dec 20 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:06.911033 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-telemetry-57658695c8\" " with result "range_response_count:1 size:2723" took too long (173.700131ms) to execute
Dec 20 01:01:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:31.022855 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/backend\" " with result "range_response_count:1 size:3101" took too long (157.779688ms) to execute
Dec 20 01:01:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:31.023140 W | etcdserver: request "header:<ID:14919139277707978608 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/prometheus-operator-kube-proxy\" mod_revision:45142029 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/prometheus-operator-kube-proxy\" value_size:1122 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/prometheus-operator-kube-proxy\" > >>" with result "size:20" took too long (151.670062ms) to execute
Dec 20 01:01:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:31.046214 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/daemon-set-controller-token-xnrf6\" " with result "range_response_count:1 size:2381" took too long (170.751367ms) to execute
Dec 20 01:01:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:31.076469 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (199.733823ms) to execute
Dec 20 01:01:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:31.076814 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/daemon-set-controller\" " with result "range_response_count:1 size:262" took too long (201.153897ms) to execute
Dec 20 01:01:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:31.253762 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (171.000549ms) to execute
Dec 20 01:01:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:31.254160 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/statefulset-controller-token-5ff2l\" " with result "range_response_count:1 size:2388" took too long (159.420159ms) to execute
Dec 20 01:01:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:01:31.254546 W | etcdserver: request "header:<ID:14919139277707978622 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/daemonsets/kube-system/kube-proxy\" mod_revision:45142028 > success:<request_put:<key:\"/registry/daemonsets/kube-system/kube-proxy\" value_size:1059 >> failure:<request_range:<key:\"/registry/daemonsets/kube-system/kube-proxy\" > >>" with result "size:20" took too long (126.052641ms) to execute
Dec 20 01:02:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:02:09.557144 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/kube-flannel-fj9mm\" " with result "range_response_count:1 size:3078" took too long (147.450858ms) to execute
Dec 20 01:02:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 01:02:09.557292 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1477" took too long (114.993389ms) to execute
