-- Logs begin at Sat 2020-02-01 07:14:07 UTC, end at Sun 2020-02-02 17:59:53 UTC. --
Feb 02 17:36:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:51.591990 I | etcdserver: start to snapshot (applied: 58927414, lastsnap: 58917413)
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.958508 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (251.481099ms) to execute
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.958777 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (459.04408ms) to execute
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.959005 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (621.905395ms) to execute
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.959244 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (700.736593ms) to execute
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.959473 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (820.151003ms) to execute
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.959706 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5q6nc\" " with result "range_response_count:1 size:4261" took too long (1.011631785s) to execute
Feb 02 17:44:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:22.959911 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-db52z\" " with result "range_response_count:1 size:4150" took too long (1.329362885s) to execute
Feb 02 17:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:23.492938 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (519.695663ms) to execute
Feb 02 17:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:23.499629 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (524.993646ms) to execute
Feb 02 17:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:23.499707 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (424.068364ms) to execute
Feb 02 17:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:23.499875 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (287.243232ms) to execute
Feb 02 17:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:23.500055 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (512.813975ms) to execute
Feb 02 17:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:23.500101 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (292.041717ms) to execute
Feb 02 17:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:23.500474 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:28480" took too long (525.229902ms) to execute
Feb 02 17:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:23.500805 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (525.761958ms) to execute
Feb 02 17:44:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:25.242095 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (443.535932ms) to execute
Feb 02 17:44:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:25.280624 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (388.722622ms) to execute
Feb 02 17:44:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:25.991398 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (432.133808ms) to execute
Feb 02 17:44:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:26.012364 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (450.260296ms) to execute
Feb 02 17:44:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:34.547370 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (268.883216ms) to execute
Feb 02 17:44:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:34.547499 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (451.435755ms) to execute
Feb 02 17:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:35.032090 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (278.597412ms) to execute
Feb 02 17:44:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:36.891118 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (250.928755ms) to execute
Feb 02 17:44:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:36.891699 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (709.237126ms) to execute
Feb 02 17:44:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:36.891990 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (334.298402ms) to execute
Feb 02 17:44:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:36.892127 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1407" took too long (361.478103ms) to execute
Feb 02 17:44:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:36.892158 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (830.999196ms) to execute
Feb 02 17:44:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:36.892330 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (366.813311ms) to execute
Feb 02 17:44:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:36.892427 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/virtualservices\" range_end:\"/registry/networking.istio.io/virtualservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (415.083559ms) to execute
Feb 02 17:44:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:40.097022 W | wal: sync duration of 1.180083457s, expected less than 1s
Feb 02 17:44:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:40.099723 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:133" took too long (1.182684668s) to execute
Feb 02 17:44:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:40.582547 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (785.06643ms) to execute
Feb 02 17:44:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:40.582598 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (683.090582ms) to execute
Feb 02 17:44:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:40.582648 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (1.32665683s) to execute
Feb 02 17:44:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:43.250624 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (278.952161ms) to execute
Feb 02 17:44:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:46.978974 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (789.856955ms) to execute
Feb 02 17:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:49.671182 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (651.671647ms) to execute
Feb 02 17:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:49.671590 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (683.198566ms) to execute
Feb 02 17:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:49.671896 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (674.939708ms) to execute
Feb 02 17:44:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:50.703618 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (111.340294ms) to execute
Feb 02 17:44:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:52.500924 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (748.123787ms) to execute
Feb 02 17:44:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:52.503909 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (326.861639ms) to execute
Feb 02 17:44:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:52.503952 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (224.244193ms) to execute
Feb 02 17:44:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:52.504038 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (167.114441ms) to execute
Feb 02 17:44:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:52.599046 I | mvcc: store.index: compact 53476890
Feb 02 17:44:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:52.605818 I | mvcc: finished scheduled compaction at 53476890 (took 5.373693ms)
Feb 02 17:44:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:52.982363 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (369.820859ms) to execute
Feb 02 17:44:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:55.593260 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (701.096551ms) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.043062 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (2.143113863s) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.043198 W | etcdserver: request "header:<ID:14919139277752426697 > lease_revoke:<id:4f0b6e20cd02e055>" with result "size:29" took too long (830.516107ms) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.655325 W | wal: sync duration of 1.442951287s, expected less than 1s
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.660379 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (1.849848883s) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.660416 W | etcdserver: failed to revoke 4f0b6e20cd02e055 ("lease not found")
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.660435 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.957815399s) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.660515 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (1.884207946s) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.660718 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.959454656s) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.660856 W | etcdserver: failed to revoke 4f0b6e20cd02e055 ("lease not found")
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.660876 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rules\" range_end:\"/registry/config.istio.io/rulet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.512881855s) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.660888 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (1.607420098s) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.662661 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (986.804696ms) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.662912 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (477.581242ms) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.663086 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (586.641107ms) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.663565 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (766.236832ms) to execute
Feb 02 17:44:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:44:57.663833 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (653.977334ms) to execute
Feb 02 17:45:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:00.969870 W | wal: sync duration of 2.003841567s, expected less than 1s
Feb 02 17:45:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:00.989390 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.311329162s) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.547455 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (828.564143ms) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.547513 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (709.201828ms) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.547681 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.581118891s) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.547759 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (709.554631ms) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.547771 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (709.309804ms) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.547876 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (759.126212ms) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.547932 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (709.159513ms) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.548101 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.86937494s) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.548154 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries\" range_end:\"/registry/networking.istio.io/serviceentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (443.223025ms) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.548255 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (708.707256ms) to execute
Feb 02 17:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:01.548559 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (191.607481ms) to execute
Feb 02 17:45:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:09.488579 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (205.547606ms) to execute
Feb 02 17:45:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:18.690389 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (432.159445ms) to execute
Feb 02 17:45:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:18.690548 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (197.305383ms) to execute
Feb 02 17:45:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:18.690650 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (236.111756ms) to execute
Feb 02 17:45:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:18.690820 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (140.177546ms) to execute
Feb 02 17:45:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:18.691113 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (432.898065ms) to execute
Feb 02 17:45:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:22.981328 W | wal: sync duration of 1.927886461s, expected less than 1s
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.854493 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (1.817220553s) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.854531 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.515910072s) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.854607 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (2.260820696s) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.854900 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (1.741460546s) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.855027 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (1.354441292s) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.855147 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (2.47535301s) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.856457 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (782.503259ms) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.856564 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (2.20766922s) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.856749 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.221589491s) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.856888 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (313.269349ms) to execute
Feb 02 17:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:23.857087 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (130.463131ms) to execute
Feb 02 17:45:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:25.022651 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (225.784541ms) to execute
Feb 02 17:45:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:25.023037 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-xwn44\" " with result "range_response_count:1 size:2440" took too long (320.414207ms) to execute
Feb 02 17:45:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:25.023110 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (147.486936ms) to execute
Feb 02 17:45:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:25.023319 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (248.642141ms) to execute
Feb 02 17:45:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:28.254600 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kubernetesenvs\" range_end:\"/registry/config.istio.io/kubernetesenvt\" count_only:true " with result "range_response_count:0 size:7" took too long (430.337237ms) to execute
Feb 02 17:45:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:28.255437 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (352.98121ms) to execute
Feb 02 17:45:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:28.255827 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (105.631013ms) to execute
Feb 02 17:45:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:28.255963 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (374.404794ms) to execute
Feb 02 17:45:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:28.256059 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (378.68055ms) to execute
Feb 02 17:45:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:28.256121 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (302.669454ms) to execute
Feb 02 17:45:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:37.663944 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (165.3452ms) to execute
Feb 02 17:45:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:41.845446 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (182.839682ms) to execute
