-- Logs begin at Thu 2019-10-31 12:25:57 UTC, end at Sun 2019-11-03 01:08:14 UTC. --
Nov 03 00:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:46:11.389638 N | compactor: Starting auto-compaction at revision 35694503
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.539782 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (2.833694116s) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.539998 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (2.834904373s) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.540065 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (2.834821092s) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.540126 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-24526\" " with result "range_response_count:1 size:2433" took too long (2.175149625s) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.540348 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.709301569s) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.540459 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (2.025763576s) to execute
Nov 03 00:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:52.540802 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (1.868561976s) to execute
Nov 03 00:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:55.288944 I | mvcc: store.index: compact 35775251
Nov 03 00:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:55.295170 I | mvcc: finished scheduled compaction at 35775251 (took 4.969161ms)
Nov 03 00:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:55.668538 W | etcdserver: request "header:<ID:14919139277658736730 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:35775917 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (345.157041ms) to execute
Nov 03 00:56:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:56:55.692242 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:10" took too long (304.260906ms) to execute
Nov 03 00:57:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:11.680906 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lzxq9\" " with result "range_response_count:1 size:4260" took too long (272.489803ms) to execute
Nov 03 00:57:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:11.681591 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (904.004896ms) to execute
Nov 03 00:57:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:23.309217 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (667.87637ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.118115 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.367587398s) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.118156 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.385137613s) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.118441 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.314816042s) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.118728 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (1.195940432s) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.119731 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.127154849s) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.119784 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (1.247581716s) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.121526 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (1.31593115s) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.127687 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (816.389294ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.127879 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (727.048042ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.128462 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/signalfxs\" range_end:\"/registry/config.istio.io/signalfxt\" count_only:true " with result "range_response_count:0 size:7" took too long (731.433962ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.128925 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (786.651021ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.131851 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (160.086149ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.131922 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (398.495531ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.133702 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (820.558635ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.135544 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (724.08875ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.980669 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (318.254411ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.980714 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (334.181082ms) to execute
Nov 03 00:57:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:24.980834 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (334.257443ms) to execute
Nov 03 00:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:35.839938 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rules\" range_end:\"/registry/config.istio.io/rulet\" count_only:true " with result "range_response_count:0 size:9" took too long (674.50638ms) to execute
Nov 03 00:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:35.870805 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (704.711258ms) to execute
Nov 03 00:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:35.870930 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (104.967763ms) to execute
Nov 03 00:57:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:35.870998 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (162.346613ms) to execute
Nov 03 00:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:38.092507 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (489.006617ms) to execute
Nov 03 00:57:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:57:42.958790 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (163.821537ms) to execute
Nov 03 00:59:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:59:06.514648 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:531" took too long (184.523822ms) to execute
Nov 03 00:59:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:59:06.515146 W | etcdserver: request "header:<ID:14919139277658738317 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-egressgateway-54b4586c76-6b7pb.15d38131ef05651c\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-egressgateway-54b4586c76-6b7pb.15d38131ef05651c\" value_size:440 lease:5695767240803962147 >> failure:<>>" with result "size:20" took too long (145.236533ms) to execute
Nov 03 00:59:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:59:06.515674 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (165.726345ms) to execute
Nov 03 00:59:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:59:06.515727 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-6b7pb\" " with result "range_response_count:1 size:2620" took too long (104.688294ms) to execute
Nov 03 00:59:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:59:38.371345 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (131.535541ms) to execute
Nov 03 00:59:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:59:38.371772 W | etcdserver: request "header:<ID:14919139277658738739 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" mod_revision:35776452 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" value_size:2463 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" > >>" with result "size:20" took too long (130.359139ms) to execute
Nov 03 00:59:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 00:59:38.413683 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-qg7wz\" " with result "range_response_count:1 size:2634" took too long (108.114163ms) to execute
Nov 03 01:00:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:00:31.143395 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-grnlj\" " with result "range_response_count:1 size:4368" took too long (368.637384ms) to execute
Nov 03 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:01:06.570951 W | wal: sync duration of 1.028811664s, expected less than 1s
Nov 03 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:01:06.574658 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (762.29676ms) to execute
Nov 03 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:01:06.581275 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (264.392519ms) to execute
Nov 03 01:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:01:06.581941 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (584.765681ms) to execute
Nov 03 01:01:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:01:55.304992 I | mvcc: store.index: compact 35775935
Nov 03 01:01:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:01:55.312103 I | mvcc: finished scheduled compaction at 35775935 (took 5.609473ms)
Nov 03 01:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:02:41.823741 I | etcdserver: start to snapshot (applied: 39494882, lastsnap: 39484881)
Nov 03 01:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:02:41.888337 I | etcdserver: saved snapshot at index 39494882
Nov 03 01:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:02:41.888857 I | etcdserver: compacted raft log at 39489882
Nov 03 01:03:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:03:05.705569 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-000000000259e18d.snap successfully
Nov 03 01:04:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:04:36.527616 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/envoyfilters\" range_end:\"/registry/networking.istio.io/envoyfiltert\" count_only:true " with result "range_response_count:0 size:7" took too long (138.48827ms) to execute
Nov 03 01:04:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:04:36.527769 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (143.85994ms) to execute
Nov 03 01:04:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:04:39.215861 W | etcdserver: request "header:<ID:14919139277658742146 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-telemetry-57658695c8.15d3817f6532500c\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-telemetry-57658695c8.15d3817f6532500c\" value_size:388 lease:5695767240803965818 >> failure:<>>" with result "size:20" took too long (153.054863ms) to execute
Nov 03 01:04:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:04:39.216289 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (166.864852ms) to execute
Nov 03 01:05:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:05:46.824398 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (156.127537ms) to execute
Nov 03 01:05:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 01:05:46.824535 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (118.71394ms) to execute
