-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 17:28:41 UTC. --
Oct 10 17:07:28 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:07:28.095847 W | wal: sync duration of 3.552405309s, expected less than 1s
Oct 10 17:08:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:53.238974 W | wal: sync duration of 1.885623482s, expected less than 1s
Oct 10 17:08:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:53.241364 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.883668779s) to execute
Oct 10 17:08:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:54.337571 W | wal: sync duration of 1.098332921s, expected less than 1s
Oct 10 17:08:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:54.340258 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (1.287228427s) to execute
Oct 10 17:08:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:54.340325 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-zjp9l.15cc582b1f2c19f5\" " with result "range_response_count:1 size:591" took too long (1.326613137s) to execute
Oct 10 17:08:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:54.340345 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (1.804671338s) to execute
Oct 10 17:08:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:54.340421 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (1.779594334s) to execute
Oct 10 17:08:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:54.340558 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (2.953709641s) to execute
Oct 10 17:08:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:54.340613 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (980.153945ms) to execute
Oct 10 17:08:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:54.340830 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.734776079s) to execute
Oct 10 17:08:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:54.602741 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (251.183014ms) to execute
Oct 10 17:08:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:55.120935 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (768.967809ms) to execute
Oct 10 17:08:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:55.121737 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-zjp9l.15cc582b6c65c9df\" " with result "range_response_count:1 size:592" took too long (769.576508ms) to execute
Oct 10 17:08:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:55.831979 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecs\" range_end:\"/registry/config.istio.io/httpapispect\" count_only:true " with result "range_response_count:0 size:7" took too long (1.160587315s) to execute
Oct 10 17:08:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:55.832579 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.043699439s) to execute
Oct 10 17:08:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:55.832836 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (706.61404ms) to execute
Oct 10 17:08:55 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:55.833166 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (538.474909ms) to execute
Oct 10 17:08:57 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:57.690190 W | wal: sync duration of 1.498689013s, expected less than 1s
Oct 10 17:08:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:58.666296 W | etcdserver: request "header:<ID:14919138748426970794 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:32169713 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (975.698148ms) to execute
Oct 10 17:08:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:58.666509 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (2.317069018s) to execute
Oct 10 17:08:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:58.914823 W | wal: sync duration of 1.224435875s, expected less than 1s
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.745131 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (3.134242389s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.745226 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (2.195289637s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.745287 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.169478658s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.745448 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (2.31467123s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.745518 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (3.185956771s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.745556 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/prometheuses\" range_end:\"/registry/config.istio.io/prometheuset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.772585883s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.745668 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (2.670106772s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.745789 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/kube-proxy\" " with result "range_response_count:1 size:1480" took too long (1.913217231s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.745812 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/metrics\" range_end:\"/registry/config.istio.io/metrict\" count_only:true " with result "range_response_count:0 size:9" took too long (3.297216781s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.746011 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (2.075433581s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.746249 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (2.101769883s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.746652 W | etcdserver: request "header:<ID:14919138748426970797 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:32169726 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (831.481079ms) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.771945 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (1.074211259s) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.774562 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fxbnf\" " with result "range_response_count:1 size:4261" took too long (827.672042ms) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.774587 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (522.590525ms) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.774778 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (603.431733ms) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.774806 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-fxnft\" " with result "range_response_count:1 size:2433" took too long (451.468659ms) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.775004 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (713.086891ms) to execute
Oct 10 17:08:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:08:59.775133 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (713.369021ms) to execute
Oct 10 17:09:03 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:03.639927 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-zjp9l\" " with result "range_response_count:1 size:4150" took too long (320.349945ms) to execute
Oct 10 17:09:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:04.099582 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (337.056762ms) to execute
Oct 10 17:09:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:04.099641 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (129.771001ms) to execute
Oct 10 17:09:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:04.099905 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (445.708359ms) to execute
Oct 10 17:09:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:04.100090 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (311.612568ms) to execute
Oct 10 17:09:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:04.100589 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (446.539521ms) to execute
Oct 10 17:09:04 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:04.246534 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (130.789672ms) to execute
Oct 10 17:09:06 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:06.277367 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (529.827778ms) to execute
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.429392 W | wal: sync duration of 1.155533132s, expected less than 1s
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.432536 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (1.181021574s) to execute
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.432574 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.317987869s) to execute
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.432619 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (1.167226758s) to execute
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.432725 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4vwv2.15cc57e8da54c18f\" " with result "range_response_count:1 size:561" took too long (1.656371525s) to execute
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.432774 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.323136375s) to execute
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.790857 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4vwv2\" " with result "range_response_count:1 size:4253" took too long (1.098508704s) to execute
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.790951 W | etcdserver: request "header:<ID:14919138748426970882 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-4vwv2.15cc57e8da54c18f\" mod_revision:32168889 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-4vwv2.15cc57e8da54c18f\" value_size:456 lease:5695766711572194762 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f-4vwv2.15cc57e8da54c18f\" > >>" with result "size:20" took too long (218.220116ms) to execute
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.791117 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (613.4431ms) to execute
Oct 10 17:09:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:07.946278 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (377.610612ms) to execute
Oct 10 17:09:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:08.202713 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (444.953888ms) to execute
Oct 10 17:09:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:08.202747 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (151.648845ms) to execute
Oct 10 17:09:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:08.202852 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (404.029857ms) to execute
Oct 10 17:09:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:08.202963 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4vwv2.15cc57e8e0348eea\" " with result "range_response_count:1 size:468" took too long (403.405263ms) to execute
Oct 10 17:09:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:08.203123 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (521.64328ms) to execute
Oct 10 17:09:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:09.758159 W | wal: sync duration of 1.073933686s, expected less than 1s
Oct 10 17:09:09 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:09.761679 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4vwv2\" " with result "range_response_count:1 size:4265" took too long (835.054735ms) to execute
Oct 10 17:09:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:10.605209 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (868.45975ms) to execute
Oct 10 17:09:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:10.605315 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-t5lwg.15cc582f3c5fcdb5\" " with result "range_response_count:0 size:7" took too long (889.635402ms) to execute
Oct 10 17:09:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:10.994544 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.114960672s) to execute
Oct 10 17:09:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:10.994609 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.193014082s) to execute
Oct 10 17:09:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:10.994846 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.117811187s) to execute
Oct 10 17:09:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:10.994984 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.194280981s) to execute
Oct 10 17:09:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:11.004257 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.120961429s) to execute
Oct 10 17:09:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:11.997745 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-t5lwg\" " with result "range_response_count:1 size:4141" took too long (1.386651529s) to execute
Oct 10 17:09:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:11.997817 W | etcdserver: request "header:<ID:14919138748426970907 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:32169765 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (172.04248ms) to execute
Oct 10 17:09:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:12.301719 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (1.300055666s) to execute
Oct 10 17:09:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:12.301785 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-hlqzt.15cc582b0b633962\" " with result "range_response_count:0 size:7" took too long (914.88637ms) to execute
Oct 10 17:09:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:12.302003 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.148410789s) to execute
Oct 10 17:09:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:12.302099 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (1.300964102s) to execute
Oct 10 17:09:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:12.302153 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (894.210647ms) to execute
Oct 10 17:09:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:12.302279 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.103849047s) to execute
Oct 10 17:09:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:12.302333 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (548.730677ms) to execute
Oct 10 17:09:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:12.302431 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hlqzt\" " with result "range_response_count:1 size:4141" took too long (915.548019ms) to execute
Oct 10 17:09:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:12.302673 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (1.296001283s) to execute
Oct 10 17:09:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:13.026078 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (949.504887ms) to execute
Oct 10 17:09:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:13.026151 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (988.93303ms) to execute
Oct 10 17:09:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:13.026328 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (943.784507ms) to execute
Oct 10 17:09:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:14.558547 W | wal: sync duration of 1.535244954s, expected less than 1s
Oct 10 17:09:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:14.561647 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/instances\" range_end:\"/registry/config.istio.io/instancet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.689298202s) to execute
Oct 10 17:09:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:14.561717 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (2.248549101s) to execute
Oct 10 17:09:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:14.561948 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.980166905s) to execute
Oct 10 17:09:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:14.562024 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:6 size:13606" took too long (2.249060538s) to execute
Oct 10 17:09:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:14.562323 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:131" took too long (2.249365188s) to execute
Oct 10 17:09:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:14.562490 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3152" took too long (2.254121288s) to execute
Oct 10 17:09:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:14.562670 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (2.021531918s) to execute
Oct 10 17:09:14 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:14.562903 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.956209798s) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.276209 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.270297273s) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.276268 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (2.183575694s) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.276292 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/resourcequota-controller\" " with result "range_response_count:1 size:271" took too long (2.244059356s) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.276443 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.038677559s) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.276618 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.272180521s) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.276676 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (2.133144992s) to execute
Oct 10 17:09:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:15.277251 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (705.384618ms) to execute
