-- Logs begin at Tue 2019-10-29 00:05:09 UTC, end at Fri 2019-11-01 19:43:57 UTC. --
Nov 01 19:22:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:22:44.709552 I | wal: segmented wal file /var/lib/etcd/member/wal/00000000000004fe-000000000255cd95.wal is created
Nov 01 19:37:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:46.788024 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (220.670805ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.002271 W | etcdserver: request "header:<ID:14919139277657579614 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-mpd4v\" mod_revision:35485246 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-mpd4v\" value_size:3147 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-mpd4v\" > >>" with result "size:20" took too long (156.097377ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.002930 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/grafana-6585df8c56-lns2w.15d321140103ab24\" " with result "range_response_count:1 size:547" took too long (168.02177ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.003138 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (168.224983ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.018226 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-lns2w\" " with result "range_response_count:1 size:3496" took too long (183.288135ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.263595 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (202.31905ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.263705 W | etcdserver: request "header:<ID:14919139277657579634 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-ingressgateway\" mod_revision:35485270 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" value_size:6115 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (159.830336ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.280652 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-6xnwr\" " with result "range_response_count:1 size:2850" took too long (187.703084ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.280922 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-init-crd-10-jnn5j\" " with result "range_response_count:1 size:1806" took too long (189.94201ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.517705 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-kb9qm\" " with result "range_response_count:1 size:2850" took too long (168.75205ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.517796 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (147.815128ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.517979 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-8vgxb\" " with result "range_response_count:1 size:3348" took too long (169.4485ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.518088 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-kb9qm\" " with result "range_response_count:1 size:2850" took too long (148.00045ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.764381 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:6 size:13606" took too long (183.075214ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.803268 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (132.395978ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.803518 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (131.676943ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.803598 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-egressgateway-54b4586c76-f2z99.15d321146cc3d96e\" " with result "range_response_count:1 size:583" took too long (190.054201ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.803834 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-5btbc\" " with result "range_response_count:1 size:3555" took too long (188.18901ms) to execute
Nov 01 19:37:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:47.803919 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-f2z99\" " with result "range_response_count:1 size:2732" took too long (190.001549ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.041435 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-security-post-install-1.1.5-x8mpb\" " with result "range_response_count:1 size:2243" took too long (185.721586ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.041480 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jl6fj\" " with result "range_response_count:1 size:2850" took too long (185.187413ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.283047 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-gjzkt\" " with result "range_response_count:1 size:2867" took too long (169.475041ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.283200 W | etcdserver: request "header:<ID:14919139277657579711 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-xtvhp\" mod_revision:35484655 > success:<request_put:<key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-xtvhp\" value_size:2652 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-xtvhp\" > >>" with result "size:20" took too long (136.217127ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.283282 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-policy-dddd467c4\" " with result "range_response_count:1 size:2613" took too long (149.293372ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.283519 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (149.211085ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.283631 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-gjzkt\" " with result "range_response_count:1 size:2867" took too long (146.579494ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.545381 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (187.036329ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.545463 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-llq24.15d321149c0c5fd2\" " with result "range_response_count:1 size:587" took too long (189.300935ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.545576 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-llq24\" " with result "range_response_count:1 size:2850" took too long (188.909224ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.545649 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (187.722199ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.545774 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (190.262389ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.545821 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (194.819489ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.545867 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (186.988061ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.545956 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-telemetry\" " with result "range_response_count:1 size:959" took too long (194.698039ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.584643 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-llq24\" " with result "range_response_count:1 size:2850" took too long (194.300594ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.584716 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-tracing-77885fdf8d-j4qn9\" " with result "range_response_count:1 size:2243" took too long (195.102024ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.584811 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (206.378033ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.806169 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jl6fj\" " with result "range_response_count:1 size:2850" took too long (207.882579ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.806246 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-jl6fj.15d32114710e9973\" " with result "range_response_count:1 size:587" took too long (206.778001ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.806346 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (212.970184ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.806611 W | etcdserver: request "header:<ID:14919139277657579750 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/poddisruptionbudgets/istio-system/istio-telemetry\" mod_revision:35484664 > success:<request_put:<key:\"/registry/poddisruptionbudgets/istio-system/istio-telemetry\" value_size:871 >> failure:<request_range:<key:\"/registry/poddisruptionbudgets/istio-system/istio-telemetry\" > >>" with result "size:20" took too long (155.984095ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.822190 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha3.networking.istio.io\" " with result "range_response_count:1 size:671" took too long (185.424313ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.822230 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (183.81446ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.822296 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (186.475408ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.822327 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6162" took too long (185.515723ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.822358 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (182.248262ms) to execute
Nov 01 19:37:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:48.822401 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jl6fj\" " with result "range_response_count:1 size:2850" took too long (188.118263ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.071482 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (183.154099ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.071757 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (184.028914ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.072130 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (183.184534ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.072778 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (183.259502ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.107552 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/prometheus-848f5f9cc8-jxhrw\" " with result "range_response_count:1 size:2179" took too long (193.071209ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.107975 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-xv8c2\" " with result "range_response_count:1 size:2767" took too long (194.158691ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.108325 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.authentication.istio.io\" " with result "range_response_count:1 size:683" took too long (197.98351ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.109987 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (199.782508ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.306790 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-kb9qm\" " with result "range_response_count:1 size:2850" took too long (154.642408ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.306920 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-kb9qm.15d321149fbec0b2\" " with result "range_response_count:1 size:587" took too long (156.577816ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.345881 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-kb9qm\" " with result "range_response_count:1 size:2850" took too long (177.739084ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.346091 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (174.961728ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.533699 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-telemetry-57658695c8-djtqz\" " with result "range_response_count:1 size:2971" took too long (132.081308ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.572308 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/prometheus-848f5f9cc8\" " with result "range_response_count:1 size:1544" took too long (168.200293ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.767348 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr.15d32114d8243573\" " with result "range_response_count:1 size:587" took too long (132.75595ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.767444 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" " with result "range_response_count:1 size:2850" took too long (132.394267ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.767733 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (147.550838ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.767982 W | etcdserver: request "header:<ID:14919139277657579828 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" mod_revision:35485322 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" value_size:2756 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" > >>" with result "size:20" took too long (130.973217ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.978989 W | etcdserver: request "header:<ID:14919139277657579846 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-llq24.15d321149c0c5fd2\" mod_revision:35485338 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-llq24.15d321149c0c5fd2\" value_size:464 lease:5695767240802803487 >> failure:<request_range:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-llq24.15d321149c0c5fd2\" > >>" with result "size:20" took too long (109.766603ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.979817 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (117.347147ms) to execute
Nov 01 19:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:49.979954 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-llq24\" " with result "range_response_count:1 size:2850" took too long (117.023489ms) to execute
Nov 01 19:37:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:50.194125 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (119.46321ms) to execute
Nov 01 19:37:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:50.194200 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-6xnwr\" " with result "range_response_count:1 size:2850" took too long (119.486414ms) to execute
Nov 01 19:37:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:50.415020 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-kb9qm\" " with result "range_response_count:1 size:2850" took too long (124.93324ms) to execute
Nov 01 19:37:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:50.415068 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-kb9qm.15d321149fbec0b2\" " with result "range_response_count:1 size:587" took too long (122.31164ms) to execute
Nov 01 19:37:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:37:50.415177 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (123.561029ms) to execute
Nov 01 19:39:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:23.658694 W | etcdserver: request "header:<ID:14919139277657580856 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-policy-dddd467c4-gjzkt\" mod_revision:35485392 > success:<request_put:<key:\"/registry/pods/istio-system/istio-policy-dddd467c4-gjzkt\" value_size:2782 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-policy-dddd467c4-gjzkt\" > >>" with result "size:20" took too long (112.243583ms) to execute
Nov 01 19:39:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:23.659102 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-policy-dddd467c4-gjzkt.15d32114cd6afe92\" " with result "range_response_count:1 size:580" took too long (113.677775ms) to execute
Nov 01 19:39:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:23.659132 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-gjzkt\" " with result "range_response_count:1 size:2867" took too long (113.496366ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.063896 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr.15d32114d8243573\" " with result "range_response_count:1 size:587" took too long (108.713761ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.063986 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" " with result "range_response_count:1 size:2850" took too long (109.869506ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.064182 W | etcdserver: request "header:<ID:14919139277657580902 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" mod_revision:35485420 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" value_size:2756 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" > >>" with result "size:20" took too long (107.836328ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.279352 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-llq24\" " with result "range_response_count:1 size:2850" took too long (131.279004ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.279569 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-llq24\" " with result "range_response_count:1 size:2850" took too long (112.04796ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.279811 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-llq24.15d321149c0c5fd2\" " with result "range_response_count:1 size:587" took too long (130.623071ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.280023 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (112.799314ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.478153 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-llq24.15d321149c0c5fd2\" " with result "range_response_count:1 size:587" took too long (109.999868ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.478198 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-llq24\" " with result "range_response_count:1 size:2850" took too long (111.08781ms) to execute
Nov 01 19:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:39:24.478326 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-llq24\" " with result "range_response_count:1 size:2850" took too long (110.908713ms) to execute
Nov 01 19:40:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:40:50.469549 W | etcdserver: request "header:<ID:14919139277657581778 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" mod_revision:35485643 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" value_size:2644 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wb5qr\" > >>" with result "size:20" took too long (163.985176ms) to execute
Nov 01 19:40:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:40:50.471217 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-telemetry-57658695c8-djtqz\" " with result "range_response_count:1 size:2971" took too long (166.699742ms) to execute
Nov 01 19:40:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 19:40:50.485653 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (124.357021ms) to execute
