-- Logs begin at Sun 2019-12-15 14:07:49 UTC, end at Tue 2019-12-17 04:35:18 UTC. --
Dec 17 04:13:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:13:10.061362 N | compactor: Starting auto-compaction at revision 44388966
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.823108 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (414.612059ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.823219 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (415.224165ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.823237 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (414.33668ms) to execute
Dec 17 04:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:24:50.823306 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (414.470904ms) to execute
Dec 17 04:25:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:25:03.164451 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-f9p69\" " with result "range_response_count:1 size:2433" took too long (534.399814ms) to execute
Dec 17 04:25:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:25:03.164744 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (278.868369ms) to execute
Dec 17 04:25:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:25:03.164794 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (283.625498ms) to execute
Dec 17 04:25:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:25:03.164960 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:4620" took too long (604.394492ms) to execute
Dec 17 04:25:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:25:03.165024 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (1.133003131s) to execute
Dec 17 04:25:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:25:19.778297 W | etcdserver: request "header:<ID:14919139277705245627 > lease_revoke:<id:4f0b6e20ca3261f6>" with result "size:29" took too long (469.490012ms) to execute
Dec 17 04:25:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:25:19.778480 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-bf5mw\" " with result "range_response_count:1 size:2314" took too long (414.306504ms) to execute
Dec 17 04:27:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:27:04.121161 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (147.968259ms) to execute
Dec 17 04:27:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:27:28.916345 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1064" took too long (142.675964ms) to execute
Dec 17 04:27:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:27:28.917123 W | etcdserver: request "header:<ID:14919139277705247100 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44468457 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (126.678553ms) to execute
Dec 17 04:27:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:27:41.370226 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (123.825432ms) to execute
Dec 17 04:27:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:27:41.370356 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (123.748104ms) to execute
Dec 17 04:27:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:27:44.846574 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (571.439974ms) to execute
Dec 17 04:28:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:28:06.789486 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (157.882151ms) to execute
Dec 17 04:28:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:28:43.919312 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/default/\" range_end:\"/registry/resourcequotas/default0\" " with result "range_response_count:0 size:7" took too long (132.281828ms) to execute
Dec 17 04:28:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:28:44.073910 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (147.121583ms) to execute
Dec 17 04:28:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:28:44.309823 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1898" took too long (150.171789ms) to execute
Dec 17 04:28:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:28:44.309939 W | etcdserver: request "header:<ID:14919139277705247954 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-6clpl\" mod_revision:44468668 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-6clpl\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-6clpl\" > >>" with result "size:20" took too long (127.207036ms) to execute
Dec 17 04:28:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:28:56.739919 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (183.25631ms) to execute
Dec 17 04:29:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:29:23.024385 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (123.721188ms) to execute
Dec 17 04:29:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:29:23.024481 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (101.676731ms) to execute
Dec 17 04:29:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:29:23.758041 I | mvcc: store.index: compact 44468055
Dec 17 04:29:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:29:23.765211 I | mvcc: finished scheduled compaction at 44468055 (took 5.602479ms)
Dec 17 04:29:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:29:32.151049 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (119.149438ms) to execute
Dec 17 04:30:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:30:44.171376 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15e10e2b5b1a2981\" " with result "range_response_count:1 size:485" took too long (181.41239ms) to execute
Dec 17 04:30:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:30:44.171832 W | etcdserver: request "header:<ID:14919139277705249278 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:44468965 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (141.835298ms) to execute
Dec 17 04:30:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:30:44.192224 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-qrhsp\" " with result "range_response_count:1 size:2943" took too long (168.302684ms) to execute
Dec 17 04:30:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:30:44.401792 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (127.404086ms) to execute
Dec 17 04:32:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:32:44.580525 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-skvd9\" " with result "range_response_count:1 size:2946" took too long (172.665959ms) to execute
Dec 17 04:32:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:32:44.580922 W | etcdserver: request "header:<ID:14919139277705250612 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-ml4xx.15e10e635988a234\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-ml4xx.15e10e635988a234\" value_size:392 lease:5695767240850474762 >> failure:<>>" with result "size:20" took too long (137.466646ms) to execute
Dec 17 04:32:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:32:44.600172 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15e10e2b5b1a2981\" " with result "range_response_count:1 size:485" took too long (170.91351ms) to execute
Dec 17 04:32:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:32:44.600543 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (171.422944ms) to execute
Dec 17 04:32:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:32:44.601074 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (171.475327ms) to execute
Dec 17 04:32:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:32:44.627918 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-dfkqr\" " with result "range_response_count:1 size:2946" took too long (119.068128ms) to execute
Dec 17 04:32:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:32:44.627965 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ml4xx\" " with result "range_response_count:1 size:2946" took too long (155.209954ms) to execute
Dec 17 04:32:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:32:44.814785 W | etcdserver: request "header:<ID:14919139277705250628 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15e10e2b5b1a2981\" mod_revision:44469288 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15e10e2b5b1a2981\" value_size:386 lease:5695767240850474762 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15e10e2b5b1a2981\" > >>" with result "size:20" took too long (131.869934ms) to execute
