-- Logs begin at Fri 2020-01-31 20:55:11 UTC, end at Sun 2020-02-02 06:49:55 UTC. --
Feb 02 06:29:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:29:47.876555 I | mvcc: store.index: compact 53368813
Feb 02 06:41:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:12.278620 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vlprd\" " with result "range_response_count:1 size:2943" took too long (544.568272ms) to execute
Feb 02 06:41:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:12.278722 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (510.42513ms) to execute
Feb 02 06:41:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:12.278799 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (594.716871ms) to execute
Feb 02 06:41:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:12.928327 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (231.294496ms) to execute
Feb 02 06:41:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:13.639585 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (199.886457ms) to execute
Feb 02 06:41:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:14.425292 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/checknothings\" range_end:\"/registry/config.istio.io/checknothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (222.673269ms) to execute
Feb 02 06:41:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:14.435505 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (161.202801ms) to execute
Feb 02 06:41:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:17.562138 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-nltn2\" " with result "range_response_count:1 size:3754" took too long (209.941713ms) to execute
Feb 02 06:41:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:19.912404 W | etcdserver: request "header:<ID:14919139277752003268 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.0.8\" mod_revision:53371441 > success:<request_put:<key:\"/registry/masterleases/10.0.0.8\" value_size:64 lease:5695767240897227458 >> failure:<request_range:<key:\"/registry/masterleases/10.0.0.8\" > >>" with result "size:20" took too long (387.06263ms) to execute
Feb 02 06:41:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:19.913066 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.224594837s) to execute
Feb 02 06:41:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:19.918346 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (797.199778ms) to execute
Feb 02 06:41:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:19.918404 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.011326463s) to execute
Feb 02 06:41:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:19.918895 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-nltn2\" " with result "range_response_count:1 size:3784" took too long (405.241477ms) to execute
Feb 02 06:41:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:19.919021 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (820.41338ms) to execute
Feb 02 06:41:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:20.786127 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (290.797644ms) to execute
Feb 02 06:41:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:21.037930 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (264.76315ms) to execute
Feb 02 06:41:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:22.432243 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (430.447955ms) to execute
Feb 02 06:41:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:24.548332 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (609.587525ms) to execute
Feb 02 06:41:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:24.548367 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (273.985873ms) to execute
Feb 02 06:41:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:24.548578 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (127.257782ms) to execute
Feb 02 06:41:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:25.556726 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (472.209881ms) to execute
Feb 02 06:41:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:30.610755 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (644.533987ms) to execute
Feb 02 06:41:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:30.616683 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (353.762513ms) to execute
Feb 02 06:41:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:30.617010 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.authentication.istio.io\" " with result "range_response_count:1 size:683" took too long (354.103576ms) to execute
Feb 02 06:41:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:30.617308 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (354.413211ms) to execute
Feb 02 06:41:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:30.617587 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (354.712416ms) to execute
Feb 02 06:41:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:30.617894 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (355.250924ms) to execute
Feb 02 06:41:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:30.618190 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (615.348197ms) to execute
Feb 02 06:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:41:58.890647 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-8tmd5\" " with result "range_response_count:1 size:2440" took too long (122.686715ms) to execute
Feb 02 06:42:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:05.218435 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-87vwp\" " with result "range_response_count:1 size:2314" took too long (347.808229ms) to execute
Feb 02 06:42:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:14.219893 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (533.984329ms) to execute
Feb 02 06:42:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:14.220234 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies\" range_end:\"/registry/authentication.istio.io/policiet\" count_only:true " with result "range_response_count:0 size:9" took too long (474.830872ms) to execute
Feb 02 06:42:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:14.220271 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (347.037939ms) to execute
Feb 02 06:42:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:14.220782 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (639.489339ms) to execute
Feb 02 06:42:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:15.576508 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (257.370793ms) to execute
Feb 02 06:42:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:15.791989 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotas\" range_end:\"/registry/config.istio.io/quotat\" count_only:true " with result "range_response_count:0 size:7" took too long (159.512379ms) to execute
Feb 02 06:42:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:16.244437 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-galley-service-account\" " with result "range_response_count:1 size:636" took too long (349.670326ms) to execute
Feb 02 06:42:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:17.181170 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (315.525405ms) to execute
Feb 02 06:42:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:17.181296 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-87vwp\" " with result "range_response_count:1 size:2314" took too long (498.224573ms) to execute
Feb 02 06:42:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:17.769868 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (582.783733ms) to execute
Feb 02 06:42:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:17.770119 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (185.687172ms) to execute
Feb 02 06:42:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:17.950647 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (128.551206ms) to execute
Feb 02 06:42:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:17.951398 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (137.03238ms) to execute
Feb 02 06:42:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:21.235320 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (333.28993ms) to execute
Feb 02 06:42:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:22.211472 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (211.23714ms) to execute
Feb 02 06:42:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:25.608885 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (343.342155ms) to execute
Feb 02 06:42:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:26.471060 W | etcdserver: failed to revoke 4f0b6e20ccfc6ccc ("lease not found")
Feb 02 06:42:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:27.127567 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (335.943ms) to execute
Feb 02 06:42:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:27.127705 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (119.560489ms) to execute
Feb 02 06:42:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:30.998718 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (235.955667ms) to execute
Feb 02 06:42:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:31.196638 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (194.029636ms) to execute
Feb 02 06:42:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:31.196989 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:11 size:44672" took too long (394.486012ms) to execute
Feb 02 06:42:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:31.197343 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (243.103255ms) to execute
Feb 02 06:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:36.487598 W | wal: sync duration of 1.213488123s, expected less than 1s
Feb 02 06:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:36.490661 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (834.423868ms) to execute
Feb 02 06:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:36.490962 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (721.271181ms) to execute
Feb 02 06:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:36.491213 W | etcdserver: failed to revoke 4f0b6e20ccfc6d28 ("lease not found")
Feb 02 06:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:36.491494 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (227.993731ms) to execute
Feb 02 06:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:36.491688 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (618.625958ms) to execute
Feb 02 06:42:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:40.892974 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (373.075537ms) to execute
Feb 02 06:42:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:42.107390 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (545.241883ms) to execute
Feb 02 06:42:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:42.306287 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (161.732494ms) to execute
Feb 02 06:42:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:43.107398 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (105.046105ms) to execute
Feb 02 06:42:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:46.812419 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (254.300102ms) to execute
Feb 02 06:42:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:42:46.812558 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (130.415151ms) to execute
Feb 02 06:43:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:06.860647 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (231.248721ms) to execute
Feb 02 06:43:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:06.860981 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (432.983783ms) to execute
Feb 02 06:43:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:09.227396 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (202.630052ms) to execute
Feb 02 06:43:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:10.197331 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (405.983497ms) to execute
Feb 02 06:43:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:10.197456 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (741.089055ms) to execute
Feb 02 06:43:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:12.835182 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-c7q4b\" " with result "range_response_count:1 size:2946" took too long (133.99843ms) to execute
Feb 02 06:43:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:12.835323 W | etcdserver: request "header:<ID:14919139277752004447 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-jvjxs\" mod_revision:53371735 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-jvjxs\" value_size:2870 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-jvjxs\" > >>" with result "size:20" took too long (120.930542ms) to execute
Feb 02 06:43:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:12.854774 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef82ac6d6bf5e0\" " with result "range_response_count:1 size:485" took too long (149.910142ms) to execute
Feb 02 06:43:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:13.065532 W | etcdserver: request "header:<ID:14919139277752004465 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:53371741 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (128.639354ms) to execute
Feb 02 06:43:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:13.077896 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (104.800773ms) to execute
Feb 02 06:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:15.996289 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jvjxs\" " with result "range_response_count:1 size:3580" took too long (654.827165ms) to execute
Feb 02 06:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:15.996406 W | etcdserver: request "header:<ID:14919139277752004521 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-jvjxs.15ef82c221956a33\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-jvjxs.15ef82c221956a33\" value_size:445 lease:5695767240897228613 >> failure:<>>" with result "size:20" took too long (403.597207ms) to execute
Feb 02 06:43:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:16.004725 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-658lf\" " with result "range_response_count:1 size:3576" took too long (615.563291ms) to execute
Feb 02 06:43:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:16.005014 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (530.214244ms) to execute
Feb 02 06:43:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:16.005682 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-8tmd5\" " with result "range_response_count:1 size:2440" took too long (451.950247ms) to execute
Feb 02 06:43:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:16.007425 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-c7q4b\" " with result "range_response_count:1 size:3579" took too long (319.861815ms) to execute
Feb 02 06:43:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:17.256552 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (571.48458ms) to execute
Feb 02 06:43:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:17.259710 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-c7q4b\" " with result "range_response_count:1 size:3783" took too long (499.674642ms) to execute
Feb 02 06:43:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:17.260010 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (319.685825ms) to execute
Feb 02 06:43:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:22.715564 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (171.624316ms) to execute
Feb 02 06:43:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:22.721851 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (146.345726ms) to execute
Feb 02 06:43:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:24.399987 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (156.33416ms) to execute
Feb 02 06:43:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:24.403492 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (129.25861ms) to execute
Feb 02 06:43:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:43:25.544117 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (237.795096ms) to execute
Feb 02 06:44:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:44:11.509576 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (120.866579ms) to execute
Feb 02 06:44:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:44:44.064439 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (184.471786ms) to execute
Feb 02 06:44:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:44:44.064597 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (121.937664ms) to execute
Feb 02 06:44:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:44:47.920397 I | mvcc: store.index: compact 53371240
Feb 02 06:44:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:44:47.927357 I | mvcc: finished scheduled compaction at 53371240 (took 5.27064ms)
Feb 02 06:44:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:44:51.852911 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (270.412715ms) to execute
Feb 02 06:44:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:44:51.861088 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (147.864287ms) to execute
Feb 02 06:44:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:44:51.861121 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (147.806822ms) to execute
Feb 02 06:44:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:44:51.861220 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-8tmd5\" " with result "range_response_count:1 size:2440" took too long (207.492322ms) to execute
Feb 02 06:45:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:00.626152 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (213.947983ms) to execute
Feb 02 06:45:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:00.626256 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "range_response_count:1 size:653" took too long (360.598069ms) to execute
Feb 02 06:45:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:00.626390 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (354.946305ms) to execute
Feb 02 06:45:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:00.626464 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (361.026305ms) to execute
