-- Logs begin at Sat 2020-02-01 07:14:07 UTC, end at Sun 2020-02-02 18:48:31 UTC. --
Feb 02 18:25:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:25:23.857426 N | compactor: Starting auto-compaction at revision 53408299
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.192993 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (1.054792096s) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.193267 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha3.networking.istio.io\" " with result "range_response_count:1 size:671" took too long (293.987628ms) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.193312 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.145807195s) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.193408 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-xwn44\" " with result "range_response_count:1 size:2440" took too long (422.291122ms) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.193486 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha2.config.istio.io\" " with result "range_response_count:1 size:659" took too long (295.098655ms) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.193672 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.152209872s) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.193821 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (538.343044ms) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.193964 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (295.674526ms) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.194072 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (399.150014ms) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.194184 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (340.395142ms) to execute
Feb 02 18:33:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:31.194608 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (295.457564ms) to execute
Feb 02 18:33:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:40.259029 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (186.333689ms) to execute
Feb 02 18:33:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:49.453982 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (889.202253ms) to execute
Feb 02 18:33:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:49.459977 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (320.293222ms) to execute
Feb 02 18:33:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:49.460170 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (148.861981ms) to execute
Feb 02 18:33:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:49.460221 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (177.311078ms) to execute
Feb 02 18:33:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:52.500731 W | wal: sync duration of 1.027136524s, expected less than 1s
Feb 02 18:33:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:52.504200 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (924.935502ms) to execute
Feb 02 18:33:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:52.504606 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (721.718835ms) to execute
Feb 02 18:33:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:33:52.505115 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (703.078977ms) to execute
Feb 02 18:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:07.927367 W | wal: sync duration of 1.353303207s, expected less than 1s
Feb 02 18:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:07.930096 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (865.33653ms) to execute
Feb 02 18:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:07.930158 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (778.804589ms) to execute
Feb 02 18:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:07.930303 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (285.265721ms) to execute
Feb 02 18:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:07.930324 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (1.253498969s) to execute
Feb 02 18:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:07.930465 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (218.845361ms) to execute
Feb 02 18:34:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:07.930510 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (386.632258ms) to execute
Feb 02 18:34:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:15.399908 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (626.561533ms) to execute
Feb 02 18:34:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:15.406147 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/serviceroles\" range_end:\"/registry/rbac.istio.io/servicerolet\" count_only:true " with result "range_response_count:0 size:7" took too long (466.486326ms) to execute
Feb 02 18:34:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:17.451500 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (265.955744ms) to execute
Feb 02 18:34:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:17.451544 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (281.660884ms) to execute
Feb 02 18:34:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:26.425962 W | wal: sync duration of 1.004267584s, expected less than 1s
Feb 02 18:34:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:26.426405 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (632.902469ms) to execute
Feb 02 18:34:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:26.426727 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (998.497349ms) to execute
Feb 02 18:34:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:26.426834 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (162.713482ms) to execute
Feb 02 18:34:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:26.427324 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (409.767756ms) to execute
Feb 02 18:34:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:31.029507 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (569.800013ms) to execute
Feb 02 18:34:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:31.029600 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (129.594913ms) to execute
Feb 02 18:34:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:31.029933 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (130.280689ms) to execute
Feb 02 18:34:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:31.030066 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (129.553386ms) to execute
Feb 02 18:34:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:31.030258 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (131.371559ms) to execute
Feb 02 18:34:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:31.030411 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (346.266105ms) to execute
Feb 02 18:34:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:31.030515 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (129.949334ms) to execute
Feb 02 18:34:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:31.030834 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (583.778071ms) to execute
Feb 02 18:34:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:41.910688 W | wal: sync duration of 1.481081352s, expected less than 1s
Feb 02 18:34:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:41.911565 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (1.063325445s) to execute
Feb 02 18:34:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:41.917217 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (835.983851ms) to execute
Feb 02 18:34:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:41.917253 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (472.577976ms) to execute
Feb 02 18:34:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:41.917332 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (648.65357ms) to execute
Feb 02 18:34:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:52.874313 I | mvcc: store.index: compact 53484183
Feb 02 18:34:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:52.880933 I | mvcc: finished scheduled compaction at 53484183 (took 5.31695ms)
Feb 02 18:34:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:53.402240 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs\" range_end:\"/registry/config.istio.io/rbact\" count_only:true " with result "range_response_count:0 size:7" took too long (369.474118ms) to execute
Feb 02 18:34:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:53.402492 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (404.753206ms) to execute
Feb 02 18:34:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:34:53.403228 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (403.548926ms) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.705632 W | wal: sync duration of 1.696400743s, expected less than 1s
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.710028 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.608250941s) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.716448 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (1.270813008s) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.716627 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha2.config.istio.io\" " with result "range_response_count:1 size:659" took too long (815.952697ms) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.716733 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (816.090724ms) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.716838 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (816.383867ms) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.716972 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (368.404141ms) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.717054 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (816.398611ms) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.717129 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (816.56999ms) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.717221 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings\" range_end:\"/registry/config.istio.io/httpapispecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.0380846s) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.717351 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (671.856285ms) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.717737 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (148.610299ms) to execute
Feb 02 18:35:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:01.717831 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (147.433438ms) to execute
Feb 02 18:35:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:02.618794 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (605.043042ms) to execute
Feb 02 18:35:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:02.618913 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (449.610712ms) to execute
Feb 02 18:35:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:02.619071 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (433.227087ms) to execute
Feb 02 18:35:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:12.748372 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (141.25076ms) to execute
Feb 02 18:35:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:12.748852 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (243.761809ms) to execute
Feb 02 18:35:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:13.814582 W | wal: sync duration of 1.061340427s, expected less than 1s
Feb 02 18:35:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:13.817559 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (157.641864ms) to execute
Feb 02 18:35:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:13.817963 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.011119809s) to execute
Feb 02 18:35:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:35:20.003323 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (156.810857ms) to execute
Feb 02 18:36:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:13.637909 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (433.500423ms) to execute
Feb 02 18:36:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:13.638204 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (539.651758ms) to execute
Feb 02 18:36:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:22.475770 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (350.781765ms) to execute
Feb 02 18:36:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:22.479841 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (151.064181ms) to execute
Feb 02 18:36:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:22.480003 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-telemetry-57658695c8-pd7f2.15efa6b366a27c5b\" " with result "range_response_count:1 size:628" took too long (183.040882ms) to execute
Feb 02 18:36:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:22.480249 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1419" took too long (171.595284ms) to execute
Feb 02 18:36:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:23.062920 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (150.271896ms) to execute
Feb 02 18:36:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:23.063540 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:80414" took too long (104.812768ms) to execute
Feb 02 18:36:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:29.314439 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (653.256138ms) to execute
Feb 02 18:36:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:29.320148 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (222.559665ms) to execute
Feb 02 18:36:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:29.320255 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/envoyfilters\" range_end:\"/registry/networking.istio.io/envoyfiltert\" count_only:true " with result "range_response_count:0 size:7" took too long (491.537511ms) to execute
Feb 02 18:36:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:30.408470 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (253.765093ms) to execute
Feb 02 18:36:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:30.408541 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (419.624979ms) to execute
Feb 02 18:36:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:30.408659 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (441.320154ms) to execute
Feb 02 18:36:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:42.005704 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (112.166315ms) to execute
Feb 02 18:36:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:42.005837 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (166.306395ms) to execute
Feb 02 18:36:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:42.005879 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (202.024081ms) to execute
Feb 02 18:36:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:44.568344 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/signalfxs\" range_end:\"/registry/config.istio.io/signalfxt\" count_only:true " with result "range_response_count:0 size:7" took too long (225.448426ms) to execute
Feb 02 18:36:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:44.568410 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (225.496389ms) to execute
Feb 02 18:36:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:52.849369 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (209.930916ms) to execute
Feb 02 18:36:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:52.849598 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (138.078928ms) to execute
Feb 02 18:36:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:36:55.766001 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (162.34068ms) to execute
Feb 02 18:37:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:37:18.811587 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (181.835642ms) to execute
Feb 02 18:39:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:39:13.367298 I | etcdserver: start to snapshot (applied: 58937415, lastsnap: 58927414)
Feb 02 18:39:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:39:13.471335 I | etcdserver: saved snapshot at index 58937415
Feb 02 18:39:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:39:13.471592 I | etcdserver: compacted raft log at 58932415
Feb 02 18:39:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:39:30.152918 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-0000000003828cf2.snap successfully
Feb 02 18:39:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:39:52.967625 I | mvcc: store.index: compact 53484811
Feb 02 18:39:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:39:52.974500 I | mvcc: finished scheduled compaction at 53484811 (took 5.186594ms)
Feb 02 18:39:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:39:53.214889 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers\" range_end:\"/registry/config.istio.io/listcheckert\" count_only:true " with result "range_response_count:0 size:7" took too long (118.246761ms) to execute
Feb 02 18:41:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:41:34.055850 W | etcdserver: request "header:<ID:14919139277752464053 > lease_revoke:<id:4f0b6e20cd037211>" with result "size:29" took too long (272.433052ms) to execute
Feb 02 18:42:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:42:12.626530 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (308.663131ms) to execute
Feb 02 18:42:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:42:12.626669 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (145.206138ms) to execute
