-- Logs begin at Wed 2019-11-06 13:57:41 UTC, end at Sat 2019-11-09 10:51:37 UTC. --
Nov 09 10:30:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:30:12.494993 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000539-000000000272fb4c.wal is created
Nov 09 10:41:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:37.864397 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (103.51612ms) to execute
Nov 09 10:41:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:37.864596 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (162.735855ms) to execute
Nov 09 10:41:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:44.242537 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (317.014069ms) to execute
Nov 09 10:41:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:45.977544 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (238.395467ms) to execute
Nov 09 10:41:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:47.786621 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (860.264918ms) to execute
Nov 09 10:41:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:52.279994 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (474.971477ms) to execute
Nov 09 10:41:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:52.280039 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (757.193264ms) to execute
Nov 09 10:41:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:52.280305 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (363.228377ms) to execute
Nov 09 10:41:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:52.280469 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (371.318922ms) to execute
Nov 09 10:41:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:52.280642 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (935.062527ms) to execute
Nov 09 10:41:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:52.280678 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-ksp6p\" " with result "range_response_count:1 size:2314" took too long (127.437714ms) to execute
Nov 09 10:41:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:52.281003 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (270.134017ms) to execute
Nov 09 10:41:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:53.864067 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (483.81206ms) to execute
Nov 09 10:41:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:53.868476 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/instances\" range_end:\"/registry/config.istio.io/instancet\" count_only:true " with result "range_response_count:0 size:7" took too long (344.771428ms) to execute
Nov 09 10:41:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:53.868599 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (111.532328ms) to execute
Nov 09 10:41:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:41:55.361363 W | wal: sync duration of 1.060765216s, expected less than 1s
Nov 09 10:42:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:04.071319 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (167.507772ms) to execute
Nov 09 10:42:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:11.171443 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (808.435931ms) to execute
Nov 09 10:42:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:13.458843 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (273.162839ms) to execute
Nov 09 10:42:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:16.815232 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-galley\" " with result "range_response_count:1 size:784" took too long (427.595785ms) to execute
Nov 09 10:42:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:16.815537 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (284.08546ms) to execute
Nov 09 10:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:18.630528 W | wal: sync duration of 1.645217659s, expected less than 1s
Nov 09 10:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:18.634433 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.155966474s) to execute
Nov 09 10:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:18.634500 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (710.126761ms) to execute
Nov 09 10:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:18.634655 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:13 size:52259" took too long (1.587949792s) to execute
Nov 09 10:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:18.634708 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (782.976047ms) to execute
Nov 09 10:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:18.634998 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (386.007599ms) to execute
Nov 09 10:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:18.635290 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (244.332103ms) to execute
Nov 09 10:42:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:18.635961 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (714.718697ms) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.309370 W | wal: sync duration of 7.410636814s, expected less than 1s
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.727118 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (7.823642681s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.727498 W | etcdserver: request "header:<ID:14919139277664628659 > lease_revoke:<id:4f0b6e20c7c72f2c>" with result "size:29" took too long (417.376745ms) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.731381 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.731700 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.731718 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.731742 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.735236 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.737907 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.738402 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.738464 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.738526 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.738739 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.738809 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.738863 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.738915 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.738956 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.923371 W | etcdserver: failed to revoke 4f0b6e20c7c72f2c ("lease not found")
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.923406 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.298372625s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.923582 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-ksp6p\" " with result "range_response_count:1 size:2314" took too long (873.678569ms) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.924058 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.165053834s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.924155 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (2.265596009s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.924358 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (2.266160103s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.924446 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (2.250499136s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.924724 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (2.505183051s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.925108 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (2.572591022s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.925331 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (2.573433143s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.925606 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (4.528630753s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.925903 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (7.54660076s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.926035 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (2.574728088s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.926348 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.authentication.istio.io\" " with result "range_response_count:1 size:683" took too long (2.575194207s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.926496 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (6.260731406s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.926756 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-dfpxb\" " with result "range_response_count:1 size:2440" took too long (4.930682637s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.926960 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (5.510865599s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.927113 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (2.575987218s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.927491 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (190.532618ms) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.927700 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/circonuses\" range_end:\"/registry/config.istio.io/circonuset\" count_only:true " with result "range_response_count:0 size:7" took too long (2.847854129s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.927931 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (6.265920366s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.928122 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (4.160862064s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.928331 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (3.035605593s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.928487 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (3.141909363s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.928842 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs\" range_end:\"/registry/rbac.istio.io/rbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (3.22304561s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.929152 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (7.185118102s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.929197 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-ksp6p\" " with result "range_response_count:1 size:2314" took too long (3.656235735s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.929417 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "range_response_count:0 size:7" took too long (3.714490652s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.929716 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (3.849279389s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.930025 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-ksp6p\" " with result "range_response_count:1 size:2314" took too long (4.242874833s) to execute
Nov 09 10:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:30.930278 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (4.624930706s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.122491 W | wal: sync duration of 2.15642374s, expected less than 1s
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.125665 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (2.157371964s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.478959 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (234.68059ms) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.478995 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (1.564141165s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.479315 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (2.503391263s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.479361 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (2.468905658s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.479411 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (349.647785ms) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.479561 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/gateways\" range_end:\"/registry/networking.istio.io/gatewayt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.345649285s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.479747 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (2.502740277s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.479921 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.207822704s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.480241 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (2.503423934s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.480748 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (1.68623043s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.480810 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:6 size:13606" took too long (2.504232484s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.480917 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (2.503964923s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.481044 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (2.505997022s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.483682 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (2.503027657s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.484076 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (2.505177345s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.484262 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (1.706824899s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.484567 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (536.795312ms) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.484814 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rbacs\" range_end:\"/registry/config.istio.io/rbact\" count_only:true " with result "range_response_count:0 size:7" took too long (1.747071162s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.485145 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (533.936251ms) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.485492 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.06524782s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.486191 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (1.174684081s) to execute
Nov 09 10:42:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:33.486568 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (2.257940058s) to execute
Nov 09 10:42:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:41.576803 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (609.501178ms) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.721550 W | wal: sync duration of 3.148523532s, expected less than 1s
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.726231 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (3.188667712s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.726499 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (3.192478784s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.726670 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (3.418469864s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.768728 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (3.181860053s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.768958 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (1.996420443s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.769269 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-ksp6p\" " with result "range_response_count:1 size:2314" took too long (2.496421481s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.769371 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (965.132946ms) to execute
