-- Logs begin at Wed 2019-09-25 08:50:03 UTC, end at Fri 2019-09-27 12:34:48 UTC. --
Sep 27 12:12:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:12:57.021283 W | etcdserver: request "header:<ID:14919135698845279265 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:30530020 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (318.502496ms) to execute
Sep 27 12:14:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:44.456532 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (343.533232ms) to execute
Sep 27 12:14:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:47.090927 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (424.840632ms) to execute
Sep 27 12:14:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:48.105472 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (433.544532ms) to execute
Sep 27 12:14:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:48.105533 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (433.868839ms) to execute
Sep 27 12:14:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:48.105570 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (433.682668ms) to execute
Sep 27 12:14:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:48.105865 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (430.952182ms) to execute
Sep 27 12:14:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:48.105907 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (320.116076ms) to execute
Sep 27 12:14:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:48.106264 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (146.034985ms) to execute
Sep 27 12:14:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:48.106547 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (434.061656ms) to execute
Sep 27 12:14:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:48.447445 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (163.347709ms) to execute
Sep 27 12:14:48 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:48.447852 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (213.309383ms) to execute
Sep 27 12:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:54.358354 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (2.136913269s) to execute
Sep 27 12:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:54.358432 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-cvvpw\" " with result "range_response_count:1 size:2448" took too long (1.184113054s) to execute
Sep 27 12:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:54.358574 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.239776431s) to execute
Sep 27 12:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:54.358646 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (1.91486436s) to execute
Sep 27 12:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:54.358677 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (789.287269ms) to execute
Sep 27 12:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:54.358781 W | etcdserver: request "header:<ID:14919135698845280337 > lease_revoke:<id:4f0b6adf8584f06c>" with result "size:29" took too long (511.511415ms) to execute
Sep 27 12:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:54.358836 W | etcdserver: failed to revoke 4f0b6adf8584f06c ("lease not found")
Sep 27 12:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:54.358917 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (208.088333ms) to execute
Sep 27 12:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:54.359008 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (150.416454ms) to execute
Sep 27 12:14:58 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:14:58.580500 W | etcdserver: request "header:<ID:14919135698845280366 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:30530420 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (175.03122ms) to execute
Sep 27 12:15:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:03.736363 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (175.425726ms) to execute
Sep 27 12:15:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:06.653102 W | etcdserver: request "header:<ID:14919135698845280421 > lease_revoke:<id:4f0b6adf8585a839>" with result "size:29" took too long (300.333963ms) to execute
Sep 27 12:15:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:06.653936 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (221.905734ms) to execute
Sep 27 12:15:07 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:07.649492 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (130.66715ms) to execute
Sep 27 12:15:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:12.217968 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (761.204656ms) to execute
Sep 27 12:15:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:12.218051 W | etcdserver: request "header:<ID:14919135698845280461 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:30530428 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4301 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (710.732752ms) to execute
Sep 27 12:15:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:12.218631 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (658.204522ms) to execute
Sep 27 12:15:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:12.225077 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-p8cwv.15c84a917a0e4408\" " with result "range_response_count:1 size:592" took too long (433.459059ms) to execute
Sep 27 12:15:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:12.225122 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-wc8tl.15c84a8e6e6fe20f\" " with result "range_response_count:1 size:591" took too long (631.04215ms) to execute
Sep 27 12:15:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:12.225206 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wc8tl\" " with result "range_response_count:1 size:1623" took too long (631.273086ms) to execute
Sep 27 12:15:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:17.878617 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (204.246376ms) to execute
Sep 27 12:15:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:17.878675 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-p8cwv.15c84a92ccccea44\" " with result "range_response_count:1 size:591" took too long (403.572164ms) to execute
Sep 27 12:15:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:17.878951 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (206.035892ms) to execute
Sep 27 12:15:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:17.879186 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (206.100888ms) to execute
Sep 27 12:15:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:17.879336 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (205.500724ms) to execute
Sep 27 12:15:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:17.879941 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (205.437639ms) to execute
Sep 27 12:15:19 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:19.119205 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (405.134264ms) to execute
Sep 27 12:15:19 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:19.119507 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (411.536716ms) to execute
Sep 27 12:15:21 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:21.710598 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (579.227802ms) to execute
Sep 27 12:15:21 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:21.710723 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.324638969s) to execute
Sep 27 12:15:21 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:21.710847 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (579.650773ms) to execute
Sep 27 12:15:21 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:21.710915 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (384.479317ms) to execute
Sep 27 12:15:21 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:21.710964 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wc8tl\" " with result "range_response_count:1 size:1743" took too long (1.115747735s) to execute
Sep 27 12:15:21 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:21.711187 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (149.699023ms) to execute
Sep 27 12:15:21 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:21.711369 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (384.096376ms) to execute
Sep 27 12:15:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:26.090911 W | etcdserver: request "header:<ID:14919135698845280613 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:30530464 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (119.11362ms) to execute
Sep 27 12:15:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:26.795524 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (362.355311ms) to execute
Sep 27 12:15:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:30.144239 W | etcdserver: request "header:<ID:14919135698845280630 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-dhkhk.15c84a9805647533\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-dhkhk.15c84a9805647533\" value_size:487 lease:5695763661990504620 >> failure:<>>" with result "size:20" took too long (244.762879ms) to execute
Sep 27 12:15:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:31.245686 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (147.008382ms) to execute
Sep 27 12:15:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:33.722244 W | wal: sync duration of 1.365984116s, expected less than 1s
Sep 27 12:15:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:33.725953 W | etcdserver: request "header:<ID:14919135698845280679 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-dhkhk.15c84a9897cdd394\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-dhkhk.15c84a9897cdd394\" value_size:486 lease:5695763661990504620 >> failure:<>>" with result "size:20" took too long (1.369423109s) to execute
Sep 27 12:15:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:33.726409 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (225.936942ms) to execute
Sep 27 12:15:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:33.727447 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (166.155683ms) to execute
Sep 27 12:15:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:36.590136 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (439.289008ms) to execute
Sep 27 12:15:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:39.299387 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.506358576s) to execute
Sep 27 12:15:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:39.299444 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-qxgr4\" " with result "range_response_count:1 size:2504" took too long (533.464823ms) to execute
Sep 27 12:15:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:39.299487 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.500078705s) to execute
Sep 27 12:15:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:39.299561 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.18750655s) to execute
Sep 27 12:15:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:41.939572 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (175.066249ms) to execute
Sep 27 12:15:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:41.939712 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (193.550117ms) to execute
Sep 27 12:15:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:15:47.760122 W | etcdserver: request "header:<ID:14919135698845280790 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:30530525 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (277.11506ms) to execute
Sep 27 12:16:38 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:38.956401 I | mvcc: store.index: compact 30529119
Sep 27 12:16:38 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:38.964141 I | mvcc: finished scheduled compaction at 30529119 (took 6.067851ms)
Sep 27 12:16:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:41.114777 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (190.970645ms) to execute
Sep 27 12:16:41 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:41.114864 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (223.527958ms) to execute
Sep 27 12:16:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:47.096841 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (798.092583ms) to execute
Sep 27 12:16:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:47.096953 W | etcdserver: request "header:<ID:14919135698845281312 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:30530675 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:5886 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (309.715603ms) to execute
Sep 27 12:16:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:51.915228 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-p8cwv.15c84a917a0e4408\" " with result "range_response_count:1 size:592" took too long (121.850342ms) to execute
Sep 27 12:16:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:51.915361 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (148.321559ms) to execute
Sep 27 12:16:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:54.328400 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (363.433406ms) to execute
Sep 27 12:16:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:54.328599 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (567.028556ms) to execute
Sep 27 12:16:56 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:56.287068 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (586.697087ms) to execute
Sep 27 12:16:56 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:56.287129 I | etcdserver: start to snapshot (applied: 33724233, lastsnap: 33714232)
Sep 27 12:16:56 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:56.353236 I | etcdserver: saved snapshot at index 33724233
Sep 27 12:16:56 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:16:56.353821 I | etcdserver: compacted raft log at 33719233
Sep 27 12:17:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:02.038058 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-p8cwv\" " with result "range_response_count:1 size:1624" took too long (246.126537ms) to execute
Sep 27 12:17:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:02.038184 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-p8cwv.15c84a917a0e4408\" " with result "range_response_count:1 size:592" took too long (246.080361ms) to execute
Sep 27 12:17:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:02.864825 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (582.110122ms) to execute
Sep 27 12:17:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:02.864944 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (546.434684ms) to execute
Sep 27 12:17:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:02.864993 W | etcdserver: request "header:<ID:14919135698845281497 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:30530715 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5319 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (346.700427ms) to execute
Sep 27 12:17:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:02.865128 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (334.878751ms) to execute
Sep 27 12:17:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:03.972082 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (148.92878ms) to execute
Sep 27 12:17:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:05.285026 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (167.979506ms) to execute
Sep 27 12:17:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:11.922021 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/000000000000000b-000000000201d3f4.snap successfully
Sep 27 12:17:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:12.180590 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (474.955736ms) to execute
Sep 27 12:17:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:12.180823 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (270.44583ms) to execute
Sep 27 12:17:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:13.012283 W | etcdserver: request "header:<ID:14919135698845281592 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:30530757 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4301 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (130.842143ms) to execute
Sep 27 12:17:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:13.012485 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (102.556981ms) to execute
Sep 27 12:17:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:18.346767 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (668.725892ms) to execute
Sep 27 12:17:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:18.346875 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (668.898295ms) to execute
Sep 27 12:17:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:18.346921 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (670.537206ms) to execute
Sep 27 12:17:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:18.346988 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (669.425668ms) to execute
Sep 27 12:17:18 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 12:17:18.347038 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-hb46f\" " with result "range_response_count:1 size:2434" took too long (352.137627ms) to execute
