-- Logs begin at Sun 2019-11-03 23:04:18 UTC, end at Thu 2019-11-07 06:06:22 UTC. --
Nov 07 05:46:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:46:59.921188 N | compactor: Starting auto-compaction at revision 36638966
Nov 07 05:59:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:04.889118 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (331.362287ms) to execute
Nov 07 05:59:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:04.889165 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-t9jn2.15d4cbdcb42db81c\" " with result "range_response_count:1 size:588" took too long (842.387242ms) to execute
Nov 07 05:59:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:04.889457 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (253.188298ms) to execute
Nov 07 05:59:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:04.889483 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (787.200043ms) to execute
Nov 07 05:59:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:05.485186 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (590.290476ms) to execute
Nov 07 05:59:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:05.487578 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (592.66751ms) to execute
Nov 07 05:59:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:07.471592 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-t9jn2.15d4cbb7e25a8463\" " with result "range_response_count:1 size:465" took too long (1.507349167s) to execute
Nov 07 05:59:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:07.471644 W | etcdserver: request "header:<ID:14919139277662531007 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:36724214 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4071 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (1.246559932s) to execute
Nov 07 05:59:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:07.478730 W | wal: sync duration of 1.253908265s, expected less than 1s
Nov 07 05:59:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:07.478915 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-t9jn2\" " with result "range_response_count:1 size:1620" took too long (1.289211206s) to execute
Nov 07 05:59:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:07.478968 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.460291114s) to execute
Nov 07 05:59:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:07.479136 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.50328272s) to execute
Nov 07 05:59:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:07.494738 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (597.034514ms) to execute
Nov 07 05:59:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:07.495027 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.102306272s) to execute
Nov 07 05:59:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:09.968211 W | wal: sync duration of 1.056282185s, expected less than 1s
Nov 07 05:59:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:09.968424 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (394.794829ms) to execute
Nov 07 05:59:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:09.968439 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (224.401173ms) to execute
Nov 07 05:59:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:09.968532 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (308.056121ms) to execute
Nov 07 05:59:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:09.968575 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (453.891965ms) to execute
Nov 07 05:59:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:09.968730 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (237.189252ms) to execute
Nov 07 05:59:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:11.197535 W | etcdserver: request "header:<ID:14919139277662531042 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:36724247 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (387.698939ms) to execute
Nov 07 05:59:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:11.198066 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (766.790936ms) to execute
Nov 07 05:59:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:11.203027 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (531.202726ms) to execute
Nov 07 05:59:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:11.203082 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (582.545445ms) to execute
Nov 07 05:59:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:11.518540 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/resourcequota-controller\" " with result "range_response_count:1 size:271" took too long (312.868775ms) to execute
Nov 07 05:59:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:11.518952 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (317.08772ms) to execute
Nov 07 05:59:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:12.281821 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (304.732297ms) to execute
Nov 07 05:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:14.198742 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (817.801576ms) to execute
Nov 07 05:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:14.199261 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (638.738228ms) to execute
Nov 07 05:59:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:17.605782 W | wal: sync duration of 1.293562662s, expected less than 1s
Nov 07 05:59:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:17.625247 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-sdfx4.15d4cbe1e675c38d\" " with result "range_response_count:1 size:589" took too long (1.259924536s) to execute
Nov 07 05:59:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:17.630655 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (405.83044ms) to execute
Nov 07 05:59:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:17.630693 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (108.745569ms) to execute
Nov 07 05:59:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:17.630937 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (109.724309ms) to execute
Nov 07 05:59:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:25.261726 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (207.851214ms) to execute
Nov 07 05:59:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:25.261932 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (209.051959ms) to execute
Nov 07 05:59:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:25.262057 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (207.663874ms) to execute
Nov 07 05:59:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:25.262206 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (210.196426ms) to execute
Nov 07 05:59:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:25.262527 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (211.598551ms) to execute
Nov 07 05:59:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:37.045309 W | wal: sync duration of 2.653983086s, expected less than 1s
Nov 07 05:59:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:37.047850 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (2.410765672s) to execute
Nov 07 05:59:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:37.056733 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (660.370335ms) to execute
Nov 07 05:59:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:37.056776 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (119.232643ms) to execute
Nov 07 05:59:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:37.056848 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.346230748s) to execute
Nov 07 05:59:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:37.056925 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (1.536172436s) to execute
Nov 07 05:59:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:37.057052 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (1.709104206s) to execute
Nov 07 05:59:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:42.235444 W | wal: sync duration of 1.157423784s, expected less than 1s
Nov 07 05:59:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:42.240514 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.159855265s) to execute
Nov 07 05:59:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:42.244027 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (683.859583ms) to execute
Nov 07 05:59:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:42.244263 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (336.185453ms) to execute
Nov 07 05:59:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:42.244716 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (617.839677ms) to execute
Nov 07 05:59:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:42.244770 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (556.444582ms) to execute
Nov 07 05:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:43.249175 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (166.539597ms) to execute
Nov 07 05:59:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:45.514915 W | wal: sync duration of 1.255323902s, expected less than 1s
Nov 07 05:59:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:45.517473 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (431.946085ms) to execute
Nov 07 05:59:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:45.517764 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (257.241992ms) to execute
Nov 07 05:59:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:53.106597 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:1 size:1295" took too long (837.094955ms) to execute
Nov 07 05:59:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:53.108670 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (818.043441ms) to execute
Nov 07 05:59:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 05:59:57.344263 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (216.725505ms) to execute
Nov 07 06:00:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:19.849177 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (404.884711ms) to execute
Nov 07 06:00:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:19.849356 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (184.639115ms) to execute
Nov 07 06:00:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:19.849435 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (211.54843ms) to execute
Nov 07 06:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:37.179282 W | wal: sync duration of 1.24334187s, expected less than 1s
Nov 07 06:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:37.179516 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.053233753s) to execute
Nov 07 06:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:37.179827 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (817.739013ms) to execute
Nov 07 06:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:37.179960 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:31144" took too long (1.066736902s) to execute
Nov 07 06:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:37.180041 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (285.557632ms) to execute
Nov 07 06:00:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:39.266352 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (204.727378ms) to execute
Nov 07 06:00:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:53.644197 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (264.115524ms) to execute
Nov 07 06:00:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:00:57.525868 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (171.727248ms) to execute
Nov 07 06:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:04.148451 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (179.433238ms) to execute
Nov 07 06:01:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:04.154403 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-t9jn2.15d4cbdcb42db81c\" " with result "range_response_count:1 size:588" took too long (108.691222ms) to execute
Nov 07 06:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:06.449254 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (286.327991ms) to execute
Nov 07 06:01:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:08.005336 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (121.864327ms) to execute
Nov 07 06:01:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:08.012984 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:33288" took too long (129.495034ms) to execute
Nov 07 06:01:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:12.992634 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (516.347889ms) to execute
Nov 07 06:01:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:12.994398 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (330.973473ms) to execute
Nov 07 06:01:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:14.618690 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-g6ghf\" " with result "range_response_count:1 size:1851" took too long (494.556682ms) to execute
Nov 07 06:01:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:14.623380 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (352.380171ms) to execute
Nov 07 06:01:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:16.215044 W | wal: sync duration of 1.2076552s, expected less than 1s
Nov 07 06:01:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:16.217339 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (608.962073ms) to execute
Nov 07 06:01:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:36.375325 W | wal: sync duration of 1.273413333s, expected less than 1s
Nov 07 06:01:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:36.377624 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (414.769693ms) to execute
Nov 07 06:01:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:36.377929 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.247207701s) to execute
Nov 07 06:01:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:36.377953 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (946.138667ms) to execute
Nov 07 06:01:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:38.580348 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (479.373293ms) to execute
Nov 07 06:01:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:38.713809 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1418" took too long (194.547919ms) to execute
Nov 07 06:01:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:38.713871 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (325.828311ms) to execute
Nov 07 06:01:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:38.713900 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (130.47155ms) to execute
Nov 07 06:01:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:38.714230 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (539.890147ms) to execute
Nov 07 06:01:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:48.341183 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (846.10466ms) to execute
Nov 07 06:01:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:48.347558 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (226.605025ms) to execute
Nov 07 06:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:53.512294 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (259.499002ms) to execute
Nov 07 06:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:53.512336 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (239.996412ms) to execute
Nov 07 06:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:53.512565 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (314.483138ms) to execute
Nov 07 06:01:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:53.512888 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (132.932669ms) to execute
Nov 07 06:01:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:01:54.855284 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (123.103112ms) to execute
Nov 07 06:02:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:02:04.755838 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (201.242597ms) to execute
Nov 07 06:02:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:02:04.761415 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (119.982019ms) to execute
Nov 07 06:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:02:06.677825 W | wal: sync duration of 1.770854733s, expected less than 1s
Nov 07 06:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:02:06.680452 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.042989614s) to execute
Nov 07 06:02:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:02:09.161301 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (358.004817ms) to execute
Nov 07 06:02:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:02:09.161582 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (243.518149ms) to execute
Nov 07 06:02:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:02:09.161796 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (153.022607ms) to execute
Nov 07 06:02:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:02:09.549138 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:133" took too long (382.455099ms) to execute
Nov 07 06:02:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 06:02:09.557398 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (362.763773ms) to execute
