-- Logs begin at Thu 2020-01-30 08:00:47 UTC, end at Sat 2020-02-01 03:27:23 UTC. --
Feb 01 03:04:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:04:19.120700 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/kubernetesenvs.config.istio.io\" " with result "range_response_count:1 size:2525" took too long (163.559749ms) to execute
Feb 01 03:09:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:09:18.764531 W | etcdserver: request "header:<ID:14919139277750923786 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-gnlp7\" mod_revision:53097103 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-gnlp7\" value_size:1426 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-gnlp7\" > >>" with result "size:20" took too long (113.907895ms) to execute
Feb 01 03:10:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:10:19.115769 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (130.595043ms) to execute
Feb 01 03:12:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:12:03.489679 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (100.685469ms) to execute
Feb 01 03:13:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:13:03.986146 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1064" took too long (141.591734ms) to execute
Feb 01 03:13:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:13:03.986622 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kmgsc\" " with result "range_response_count:1 size:1121" took too long (123.703811ms) to execute
Feb 01 03:14:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:14:12.208667 I | mvcc: store.index: compact 53097071
Feb 01 03:14:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:14:12.221477 I | mvcc: finished scheduled compaction at 53097071 (took 10.608236ms)
Feb 01 03:15:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:04.512122 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4ntlv\" " with result "range_response_count:1 size:1121" took too long (159.068694ms) to execute
Feb 01 03:15:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:04.551195 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-x922w\" " with result "range_response_count:1 size:1121" took too long (144.771674ms) to execute
Feb 01 03:15:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:04.551457 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef28ca683e81a0\" " with result "range_response_count:1 size:485" took too long (184.478322ms) to execute
Feb 01 03:15:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:04.551654 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hh9sj\" " with result "range_response_count:1 size:1118" took too long (177.543224ms) to execute
Feb 01 03:15:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:04.553103 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (177.691165ms) to execute
Feb 01 03:15:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:04.769681 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8c6dn\" " with result "range_response_count:1 size:1118" took too long (160.231658ms) to execute
Feb 01 03:15:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:04.769721 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (163.700115ms) to execute
Feb 01 03:15:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:04.770179 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef28ca683e81a0\" " with result "range_response_count:1 size:485" took too long (178.982862ms) to execute
Feb 01 03:15:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:04.805590 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-bgfbb\" " with result "range_response_count:1 size:1121" took too long (188.212371ms) to execute
Feb 01 03:15:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:05.011822 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:133" took too long (143.224962ms) to execute
Feb 01 03:15:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:15:05.011967 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15ef28ca683e81a0\" " with result "range_response_count:1 size:485" took too long (141.513941ms) to execute
Feb 01 03:19:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:19:12.223106 I | mvcc: store.index: compact 53098105
Feb 01 03:19:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:19:12.230512 I | mvcc: finished scheduled compaction at 53098105 (took 6.273226ms)
Feb 01 03:24:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:24:12.241103 I | mvcc: store.index: compact 53098921
Feb 01 03:24:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:24:12.247126 I | mvcc: finished scheduled compaction at 53098921 (took 4.550607ms)
Feb 01 03:24:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:24:12.554684 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (270.777944ms) to execute
Feb 01 03:24:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:24:17.731947 N | compactor: Starting auto-compaction at revision 53018548
Feb 01 03:24:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 03:24:17.732276 N | compactor: Finished auto-compaction at revision 53018548
