-- Logs begin at Thu 2020-01-30 03:46:10 UTC, end at Fri 2020-01-31 23:44:08 UTC. --
Jan 31 23:21:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:21:15.025729 W | etcdserver: request "header:<ID:14919139277750769927 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-fbzpc\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-fbzpc\" value_size:2804 >> failure:<>>" with result "size:20" took too long (125.660738ms) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.445034 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (892.972544ms) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.446464 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (883.016016ms) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.446684 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fb5sx\" " with result "range_response_count:1 size:4139" took too long (167.255708ms) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.446741 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (366.336612ms) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.447087 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (204.770868ms) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.447368 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-s4k24\" " with result "range_response_count:1 size:2314" took too long (296.768404ms) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.447795 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-s4k24\" " with result "range_response_count:1 size:2314" took too long (669.483898ms) to execute
Jan 31 23:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:31:50.448005 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (871.751406ms) to execute
Jan 31 23:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:32:05.368118 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.09190399s) to execute
Jan 31 23:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:32:05.368169 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (488.245676ms) to execute
Jan 31 23:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:32:05.368215 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (628.812794ms) to execute
Jan 31 23:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:32:05.368403 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (438.404312ms) to execute
Jan 31 23:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:32:05.368444 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (590.897007ms) to execute
Jan 31 23:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:32:05.368563 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (833.576502ms) to execute
Jan 31 23:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:32:05.368683 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (347.78194ms) to execute
Jan 31 23:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:32:05.368734 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (549.089733ms) to execute
Jan 31 23:32:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:32:05.368928 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (219.549118ms) to execute
Jan 31 23:33:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:23.506353 W | wal: sync duration of 1.344962381s, expected less than 1s
Jan 31 23:33:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:23.510312 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (1.606775817s) to execute
Jan 31 23:33:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:23.510415 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (1.587389911s) to execute
Jan 31 23:33:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:23.511488 W | etcdserver: request "header:<ID:14919139277750778885 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53060982 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (1.34969472s) to execute
Jan 31 23:33:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:23.511976 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (1.05172562s) to execute
Jan 31 23:33:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:23.515145 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (964.444822ms) to execute
Jan 31 23:33:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:23.515388 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/virtualservices\" range_end:\"/registry/networking.istio.io/virtualservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (276.304231ms) to execute
Jan 31 23:33:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:23.515593 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (759.345134ms) to execute
Jan 31 23:33:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:23.515799 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (960.681815ms) to execute
Jan 31 23:33:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:39.773684 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (718.417336ms) to execute
Jan 31 23:33:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:39.773782 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (131.175157ms) to execute
Jan 31 23:33:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:39.774019 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (506.431987ms) to execute
Jan 31 23:33:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:39.774049 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (717.896938ms) to execute
Jan 31 23:33:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:39.774418 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (427.823885ms) to execute
Jan 31 23:33:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:44.084809 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (383.487249ms) to execute
Jan 31 23:33:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:44.084929 W | etcdserver: request "header:<ID:14919139277750779132 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53061044 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (269.569088ms) to execute
Jan 31 23:33:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:44.085299 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (252.568662ms) to execute
Jan 31 23:33:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:44.085435 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (232.885566ms) to execute
Jan 31 23:33:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:44.085667 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (227.026086ms) to execute
Jan 31 23:33:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:54.261016 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-s4k24\" " with result "range_response_count:1 size:2314" took too long (463.187471ms) to execute
Jan 31 23:33:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:54.261516 W | etcdserver: request "header:<ID:14919139277750779242 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53061068 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (149.873787ms) to execute
Jan 31 23:33:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:54.261875 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (139.154284ms) to execute
Jan 31 23:33:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:54.262103 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (132.723312ms) to execute
Jan 31 23:33:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:54.262421 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (119.183173ms) to execute
Jan 31 23:33:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:33:54.262607 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-lzfbt\" " with result "range_response_count:1 size:2440" took too long (130.552857ms) to execute
Jan 31 23:34:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:34:10.577344 I | mvcc: store.index: compact 53060274
Jan 31 23:34:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:34:10.586221 I | mvcc: finished scheduled compaction at 53060274 (took 7.559521ms)
Jan 31 23:34:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:34:10.874555 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (209.768154ms) to execute
Jan 31 23:37:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:37:49.671341 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (112.971931ms) to execute
Jan 31 23:39:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:39:10.589720 I | mvcc: store.index: compact 53061147
Jan 31 23:39:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:39:10.597126 I | mvcc: finished scheduled compaction at 53061147 (took 5.963621ms)
Jan 31 23:40:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:40:50.559129 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (160.940914ms) to execute
Jan 31 23:40:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:40:50.559630 W | etcdserver: request "header:<ID:14919139277750783901 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15ef1d27a8b824ca\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15ef1d27a8b824ca\" value_size:354 lease:5695767240896008082 >> failure:<>>" with result "size:20" took too long (140.220419ms) to execute
Jan 31 23:40:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:40:50.560858 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-6tnc5\" " with result "range_response_count:1 size:4407" took too long (147.005331ms) to execute
Jan 31 23:40:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:40:50.792761 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1064" took too long (209.305372ms) to execute
Jan 31 23:40:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 23:40:50.793034 W | etcdserver: request "header:<ID:14919139277750783920 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.0.8\" mod_revision:53062049 > success:<request_put:<key:\"/registry/masterleases/10.0.0.8\" value_size:64 lease:5695767240896008108 >> failure:<request_range:<key:\"/registry/masterleases/10.0.0.8\" > >>" with result "size:20" took too long (117.177316ms) to execute
