-- Logs begin at Mon 2019-12-16 09:46:59 UTC, end at Wed 2019-12-18 00:33:52 UTC. --
Dec 18 00:13:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:13:12.496768 N | compactor: Starting auto-compaction at revision 44590561
Dec 18 00:21:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:21:47.683234 W | etcdserver: request "header:<ID:14919139277706038572 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44672174 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (102.152371ms) to execute
Dec 18 00:22:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:22:17.776738 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-68h5p.15e14f4697194a4d\" " with result "range_response_count:1 size:590" took too long (214.005796ms) to execute
Dec 18 00:22:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:22:17.777168 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (199.992857ms) to execute
Dec 18 00:23:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:23:25.282823 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (326.853514ms) to execute
Dec 18 00:23:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:23:25.283197 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (585.875927ms) to execute
Dec 18 00:23:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:23:25.283282 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (114.072724ms) to execute
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.964023 W | wal: sync duration of 1.141776279s, expected less than 1s
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.970286 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.225022823s) to execute
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.970329 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.43188657s) to execute
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.970561 W | etcdserver: request "header:<ID:14919139277706039894 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:44672556 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4071 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (1.14806781s) to execute
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.970857 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4qxfs\" " with result "range_response_count:1 size:1855" took too long (862.100074ms) to execute
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.971085 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (659.298811ms) to execute
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.971195 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (211.448448ms) to execute
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.971356 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (294.082353ms) to execute
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.971534 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (402.233847ms) to execute
Dec 18 00:24:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:11.971714 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (581.74965ms) to execute
Dec 18 00:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:50.758740 I | mvcc: store.index: compact 44671909
Dec 18 00:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:50.766804 I | mvcc: finished scheduled compaction at 44671909 (took 6.874278ms)
Dec 18 00:24:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:51.335353 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (173.887876ms) to execute
Dec 18 00:24:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:24:52.444179 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (140.114772ms) to execute
Dec 18 00:25:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:25:41.316730 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (157.153789ms) to execute
Dec 18 00:29:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:29:50.773560 I | mvcc: store.index: compact 44672689
Dec 18 00:29:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:29:50.781485 I | mvcc: finished scheduled compaction at 44672689 (took 5.907255ms)
Dec 18 00:30:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:30:26.394106 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (118.08808ms) to execute
Dec 18 00:30:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:30:26.394296 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (129.219335ms) to execute
Dec 18 00:30:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:30:33.876255 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1064" took too long (137.595188ms) to execute
Dec 18 00:30:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 00:30:33.876455 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-95sgk\" " with result "range_response_count:1 size:1121" took too long (143.748194ms) to execute
