-- Logs begin at Tue 2019-12-17 13:42:37 UTC, end at Thu 2019-12-19 02:49:45 UTC. --
Dec 19 02:26:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:26:58.619682 I | etcdserver: start to snapshot (applied: 49536091, lastsnap: 49526090)
Dec 19 02:38:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:38:15.474316 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (181.864159ms) to execute
Dec 19 02:38:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:38:18.343765 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (399.564562ms) to execute
Dec 19 02:38:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:38:35.749513 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3043" took too long (141.316816ms) to execute
Dec 19 02:38:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:38:35.749696 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:1 size:1295" took too long (140.796329ms) to execute
Dec 19 02:38:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:38:48.589708 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:9" took too long (185.801288ms) to execute
Dec 19 02:39:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:14.625133 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (350.136561ms) to execute
Dec 19 02:39:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:15.901214 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (590.449923ms) to execute
Dec 19 02:39:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:15.922488 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (119.840126ms) to execute
Dec 19 02:39:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:15.922606 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (378.109292ms) to execute
Dec 19 02:39:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:15.923952 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (127.380826ms) to execute
Dec 19 02:39:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:16.400136 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (395.411147ms) to execute
Dec 19 02:39:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:18.413669 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (360.420476ms) to execute
Dec 19 02:39:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:18.414197 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (427.938505ms) to execute
Dec 19 02:39:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:44.241616 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (152.028217ms) to execute
Dec 19 02:39:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:39:48.656271 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (109.488239ms) to execute
Dec 19 02:40:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:40:07.077718 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (271.326598ms) to execute
Dec 19 02:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:40:18.837277 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (279.403393ms) to execute
Dec 19 02:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:40:19.489002 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (273.399154ms) to execute
Dec 19 02:40:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:40:43.445631 I | mvcc: store.index: compact 44938569
Dec 19 02:40:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:40:43.452328 I | mvcc: finished scheduled compaction at 44938569 (took 5.619338ms)
Dec 19 02:41:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:41:04.619303 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (150.577964ms) to execute
Dec 19 02:41:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:41:49.551334 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (267.901681ms) to execute
Dec 19 02:42:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:42:11.765182 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28155" took too long (307.948957ms) to execute
Dec 19 02:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:42:36.588649 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (190.541137ms) to execute
Dec 19 02:42:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:42:45.226579 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (175.415661ms) to execute
Dec 19 02:42:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:42:50.405872 W | etcdserver: request "header:<ID:14919139277707103043 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.0.8\" mod_revision:44939442 > success:<request_put:<key:\"/registry/masterleases/10.0.0.8\" value_size:64 lease:5695767240852327233 >> failure:<request_range:<key:\"/registry/masterleases/10.0.0.8\" > >>" with result "size:20" took too long (231.673365ms) to execute
Dec 19 02:42:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:42:59.684205 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (149.454152ms) to execute
Dec 19 02:43:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:43:20.764950 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (139.787814ms) to execute
Dec 19 02:43:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:43:40.958536 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (164.972807ms) to execute
Dec 19 02:44:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:44:16.943405 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (240.689959ms) to execute
Dec 19 02:45:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:45:43.486636 I | mvcc: store.index: compact 44939203
Dec 19 02:45:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:45:43.491425 I | mvcc: finished scheduled compaction at 44939203 (took 3.652835ms)
Dec 19 02:45:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:45:54.474761 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (230.264119ms) to execute
Dec 19 02:45:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:45:54.474867 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (199.3494ms) to execute
Dec 19 02:46:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:46:45.096689 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (353.607054ms) to execute
Dec 19 02:46:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:46:47.264893 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (271.724301ms) to execute
Dec 19 02:46:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:46:47.270350 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (149.548392ms) to execute
