-- Logs begin at Tue 2019-10-22 12:00:32 UTC, end at Wed 2019-10-23 09:55:54 UTC. --
Oct 23 09:34:16 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:34:16.485110 W | wal: sync duration of 9.78373307s, expected less than 1s
Oct 23 09:45:49 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:45:49.417050 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (184.711563ms) to execute
Oct 23 09:45:49 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:45:49.448384 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (215.39989ms) to execute
Oct 23 09:46:08 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:46:08.778780 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000013-0000000002367a1d.snap successfully
Oct 23 09:46:37 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:46:37.711867 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries\" range_end:\"/registry/networking.istio.io/serviceentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (123.384452ms) to execute
Oct 23 09:48:00 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:48:00.902675 I | mvcc: store.index: compact 33650125
Oct 23 09:48:00 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:48:00.909208 I | mvcc: finished scheduled compaction at 33650125 (took 4.70192ms)
Oct 23 09:53:01 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:53:01.074158 I | mvcc: store.index: compact 33650657
Oct 23 09:53:01 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:53:01.075593 W | etcdserver: request "header:<ID:14919139082523515170 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:33650657 > " with result "size:7" took too long (120.610931ms) to execute
Oct 23 09:53:01 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:53:01.079521 I | mvcc: finished scheduled compaction at 33650657 (took 3.78348ms)
Oct 23 09:53:01 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:53:01.080142 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (124.922667ms) to execute
Oct 23 09:53:01 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:53:01.080381 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (125.429062ms) to execute
Oct 23 09:54:15 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:54:15.676028 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (142.875514ms) to execute
Oct 23 09:54:15 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:54:15.676167 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (141.018251ms) to execute
Oct 23 09:54:20 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:54:20.840322 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (136.21095ms) to execute
Oct 23 09:54:31 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:54:31.277841 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (373.622589ms) to execute
Oct 23 09:54:31 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:54:31.313884 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (253.631339ms) to execute
Oct 23 09:54:31 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 09:54:31.314480 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (176.852438ms) to execute
