-- Logs begin at Tue 2019-10-22 12:00:32 UTC, end at Wed 2019-10-23 07:46:20 UTC. --
Oct 23 07:24:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:24:43.327906 W | wal: sync duration of 1.008435597s, expected less than 1s
Oct 23 07:30:25 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:30:25.458619 W | etcdserver: request "header:<ID:14919139082523418942 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:33626131 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (166.918051ms) to execute
Oct 23 07:30:28 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:30:28.320985 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (419.058429ms) to execute
Oct 23 07:30:28 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:30:28.321132 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (119.442319ms) to execute
Oct 23 07:30:45 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:30:45.226891 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (178.420607ms) to execute
Oct 23 07:30:45 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:30:45.227088 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (178.446146ms) to execute
Oct 23 07:30:45 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:30:45.792835 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (223.227937ms) to execute
Oct 23 07:30:58 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:30:58.867033 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (359.157944ms) to execute
Oct 23 07:31:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:04.466736 W | etcdserver: request "header:<ID:14919139082523419293 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-s2rnp.15d036152c5487bc\" mod_revision:33625940 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-s2rnp.15d036152c5487bc\" value_size:484 lease:5695767045668643416 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f-s2rnp.15d036152c5487bc\" > >>" with result "size:20" took too long (107.018989ms) to execute
Oct 23 07:31:14 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:14.865058 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (340.689558ms) to execute
Oct 23 07:31:14 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:14.865206 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (319.03813ms) to execute
Oct 23 07:31:19 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:19.357112 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (330.797998ms) to execute
Oct 23 07:31:27 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:27.893703 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lxgwm\" " with result "range_response_count:1 size:1620" took too long (221.62543ms) to execute
Oct 23 07:31:27 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:27.893796 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-lxgwm.15d035cd04e1a759\" " with result "range_response_count:1 size:547" took too long (220.056909ms) to execute
Oct 23 07:31:28 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:28.149542 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-lxgwm.15d035cd3368b44c\" " with result "range_response_count:1 size:465" took too long (139.744447ms) to execute
Oct 23 07:31:28 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:28.921554 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lxgwm\" " with result "range_response_count:1 size:1843" took too long (178.357975ms) to execute
Oct 23 07:31:28 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:28.921696 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-lxgwm.15d035cd70428ac2\" " with result "range_response_count:1 size:465" took too long (332.061238ms) to execute
Oct 23 07:31:28 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:28.921913 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (370.536783ms) to execute
Oct 23 07:31:34 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:34.045308 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (870.070485ms) to execute
Oct 23 07:31:34 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:34.045759 W | etcdserver: request "header:<ID:14919139082523419550 > lease_revoke:<id:4f0b6df35874a309>" with result "size:29" took too long (620.414311ms) to execute
Oct 23 07:31:34 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:34.046862 W | etcdserver: failed to revoke 4f0b6df35874a309 ("lease not found")
Oct 23 07:31:34 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:34.047049 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (625.921977ms) to execute
Oct 23 07:31:34 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:34.047333 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (788.368193ms) to execute
Oct 23 07:31:40 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:40.509863 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (146.628366ms) to execute
Oct 23 07:31:42 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:42.404895 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (185.466384ms) to execute
Oct 23 07:31:48 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:48.367377 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (168.330436ms) to execute
Oct 23 07:31:55 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:55.512462 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (422.529706ms) to execute
Oct 23 07:31:55 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:55.512641 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (619.560009ms) to execute
Oct 23 07:31:58 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:31:58.739085 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (322.612437ms) to execute
Oct 23 07:32:00 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:00.564624 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1419" took too long (805.306345ms) to execute
Oct 23 07:32:02 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:02.318892 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (726.778157ms) to execute
Oct 23 07:32:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:04.278708 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-z4jwq\" " with result "range_response_count:1 size:1735" took too long (396.541995ms) to execute
Oct 23 07:32:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:04.278778 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-z4jwq.15d0362308253806\" " with result "range_response_count:1 size:589" took too long (396.5918ms) to execute
Oct 23 07:32:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:04.279298 W | etcdserver: request "header:<ID:14919139082523419820 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:33626376 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (145.872752ms) to execute
Oct 23 07:32:14 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:14.040190 W | etcdserver: request "header:<ID:14919139082523419899 > lease_revoke:<id:4f0b6df35874a484>" with result "size:29" took too long (307.523801ms) to execute
Oct 23 07:32:14 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:14.040405 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (134.708698ms) to execute
Oct 23 07:32:35 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:35.029915 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (660.4909ms) to execute
Oct 23 07:32:35 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:35.036601 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (421.627183ms) to execute
Oct 23 07:32:35 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:35.036897 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (469.231368ms) to execute
Oct 23 07:32:35 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:35.037109 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (596.283408ms) to execute
Oct 23 07:32:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:44.063066 I | mvcc: store.index: compact 33625774
Oct 23 07:32:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:44.074775 I | mvcc: finished scheduled compaction at 33625774 (took 8.933068ms)
Oct 23 07:32:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:32:44.576327 W | etcdserver: request "header:<ID:14919139082523420137 > lease_revoke:<id:4f0b6df35874a583>" with result "size:29" took too long (325.367487ms) to execute
Oct 23 07:33:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:04.376332 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (965.449811ms) to execute
Oct 23 07:33:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:04.376385 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (416.799802ms) to execute
Oct 23 07:33:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:04.376674 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (573.387329ms) to execute
Oct 23 07:33:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:04.376777 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (992.22493ms) to execute
Oct 23 07:33:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:04.376871 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.119292918s) to execute
Oct 23 07:33:04 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:04.377096 W | etcdserver: request "header:<ID:14919139082523420329 > lease_revoke:<id:4f0b6df35874a610>" with result "size:29" took too long (117.509868ms) to execute
Oct 23 07:33:15 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:15.490840 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (109.516175ms) to execute
Oct 23 07:33:35 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:35.405250 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (100.852444ms) to execute
Oct 23 07:33:45 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:45.160595 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (557.088757ms) to execute
Oct 23 07:33:45 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:45.160972 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (430.897499ms) to execute
Oct 23 07:33:45 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:33:45.161435 W | etcdserver: request "header:<ID:14919139082523420671 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:33626596 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (385.41174ms) to execute
Oct 23 07:34:19 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:34:19.608947 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (200.736226ms) to execute
Oct 23 07:34:19 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:34:19.609154 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (129.289464ms) to execute
Oct 23 07:34:56 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:34:56.328262 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (238.079444ms) to execute
Oct 23 07:34:56 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:34:56.328397 W | etcdserver: request "header:<ID:14919139082523421287 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:33626761 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (177.463588ms) to execute
Oct 23 07:35:05 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:05.761939 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (489.078873ms) to execute
Oct 23 07:35:05 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:05.762039 W | etcdserver: request "header:<ID:14919139082523421345 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:33626778 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (357.748369ms) to execute
Oct 23 07:35:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:06.636739 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (160.207739ms) to execute
Oct 23 07:35:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:11.867027 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (192.120271ms) to execute
Oct 23 07:35:13 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:13.220431 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (250.323668ms) to execute
Oct 23 07:35:18 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:18.172378 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (147.10824ms) to execute
Oct 23 07:35:23 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:23.754722 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (488.429869ms) to execute
Oct 23 07:35:23 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:23.755246 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (497.370151ms) to execute
Oct 23 07:35:31 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:31.292187 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (496.213258ms) to execute
Oct 23 07:35:31 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:31.292266 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.269357318s) to execute
Oct 23 07:35:31 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:31.292366 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.511044693s) to execute
Oct 23 07:35:31 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:31.292459 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.567993903s) to execute
Oct 23 07:35:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:43.851388 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (128.983997ms) to execute
Oct 23 07:35:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:43.851635 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (109.096616ms) to execute
Oct 23 07:35:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:43.851674 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (107.327162ms) to execute
Oct 23 07:35:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:43.851941 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (443.364758ms) to execute
Oct 23 07:35:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:43.852021 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (110.929048ms) to execute
Oct 23 07:35:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:43.852135 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (110.498608ms) to execute
Oct 23 07:35:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:43.852318 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (499.986331ms) to execute
Oct 23 07:35:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:43.852476 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (592.155689ms) to execute
Oct 23 07:35:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:43.852511 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lxgwm\" " with result "range_response_count:1 size:1990" took too long (184.535567ms) to execute
Oct 23 07:35:46 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:46.245616 W | etcdserver: request "header:<ID:14919139082523421667 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:33626866 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (372.116881ms) to execute
Oct 23 07:35:46 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:46.245888 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (372.015853ms) to execute
Oct 23 07:35:46 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:46.246119 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (161.901999ms) to execute
Oct 23 07:35:46 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:46.647374 W | etcdserver: request "header:<ID:14919139082523421674 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:33626855 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (214.29329ms) to execute
Oct 23 07:35:51 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:35:51.636950 W | etcdserver: request "header:<ID:14919139082523421699 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.0.8\" mod_revision:33626861 > success:<request_put:<key:\"/registry/masterleases/10.0.0.8\" value_size:64 lease:5695767045668645889 >> failure:<request_range:<key:\"/registry/masterleases/10.0.0.8\" > >>" with result "size:20" took too long (303.492396ms) to execute
Oct 23 07:36:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:06.101430 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (138.758755ms) to execute
Oct 23 07:36:13 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:13.643624 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (239.518167ms) to execute
Oct 23 07:36:13 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:13.643993 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (386.516432ms) to execute
Oct 23 07:36:17 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:17.744695 W | wal: sync duration of 1.022493713s, expected less than 1s
Oct 23 07:36:17 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:17.747494 W | etcdserver: failed to revoke 4f0b6df35874ac5e ("lease not found")
Oct 23 07:36:26 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:26.235959 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (114.155799ms) to execute
Oct 23 07:36:27 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:27.051555 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (598.995951ms) to execute
Oct 23 07:36:27 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:27.052310 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (583.747591ms) to execute
Oct 23 07:36:29 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:29.214094 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (143.43229ms) to execute
Oct 23 07:36:37 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:37.663470 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (196.990315ms) to execute
Oct 23 07:36:39 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:39.822196 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (507.311632ms) to execute
Oct 23 07:36:39 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:39.822280 W | etcdserver: request "header:<ID:14919139082523422124 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:33626968 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (146.531431ms) to execute
