-- Logs begin at Wed 2019-09-25 21:44:06 UTC, end at Fri 2019-09-27 13:23:22 UTC. --
Sep 27 13:01:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:01:39.198792 I | mvcc: store.index: compact 30537471
Sep 27 13:06:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:02.081317 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:33744" took too long (870.217911ms) to execute
Sep 27 13:06:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:02.088428 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (553.73026ms) to execute
Sep 27 13:06:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:02.088685 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (261.212777ms) to execute
Sep 27 13:06:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:02.088992 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (530.555547ms) to execute
Sep 27 13:06:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:02.660821 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (117.967038ms) to execute
Sep 27 13:06:08 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:08.511525 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (201.894328ms) to execute
Sep 27 13:06:08 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:08.834058 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (144.927921ms) to execute
Sep 27 13:06:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:11.688631 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (463.896983ms) to execute
Sep 27 13:06:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:11.688953 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/envoyfilters\" range_end:\"/registry/networking.istio.io/envoyfiltert\" count_only:true " with result "range_response_count:0 size:7" took too long (552.786834ms) to execute
Sep 27 13:06:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:11.982680 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/000000000000000b-000000000201fb05.snap successfully
Sep 27 13:06:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:12.520772 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (390.722273ms) to execute
Sep 27 13:06:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:12.554341 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (178.558795ms) to execute
Sep 27 13:06:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:12.554474 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (133.779528ms) to execute
Sep 27 13:06:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:12.698003 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (120.204084ms) to execute
Sep 27 13:06:28 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:28.756252 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (156.211214ms) to execute
Sep 27 13:06:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:31.436484 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (350.854487ms) to execute
Sep 27 13:06:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:31.441048 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kubernetesenvs\" range_end:\"/registry/config.istio.io/kubernetesenvt\" count_only:true " with result "range_response_count:0 size:7" took too long (191.393994ms) to execute
Sep 27 13:06:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:31.441271 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (302.255149ms) to execute
Sep 27 13:06:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:32.695783 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-6kkqz.15c84d34325bdfca\" " with result "range_response_count:1 size:590" took too long (124.226036ms) to execute
Sep 27 13:06:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:32.712479 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (112.986811ms) to execute
Sep 27 13:06:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:32.712631 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (106.937939ms) to execute
Sep 27 13:06:38 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:38.920659 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (122.54275ms) to execute
Sep 27 13:06:38 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:38.921063 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (348.394426ms) to execute
Sep 27 13:06:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:39.216364 I | mvcc: store.index: compact 30539395
Sep 27 13:06:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:39.226138 I | mvcc: finished scheduled compaction at 30539395 (took 7.044369ms)
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.927849 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (194.846596ms) to execute
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.928218 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (644.042583ms) to execute
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.928272 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (335.129001ms) to execute
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.928370 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.625948376s) to execute
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.928575 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rxfr7\" " with result "range_response_count:1 size:2440" took too long (1.216828948s) to execute
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.928685 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (864.191281ms) to execute
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.929035 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (1.494155919s) to execute
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.929251 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (1.35103267s) to execute
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.929496 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (1.472690365s) to execute
Sep 27 13:06:40 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:40.929858 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (331.078512ms) to execute
Sep 27 13:06:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:43.208398 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-pilot-service-account-token-qdchm\" " with result "range_response_count:1 size:2433" took too long (932.395265ms) to execute
Sep 27 13:06:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:43.208548 W | etcdserver: request "header:<ID:14919135698845313015 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:30540139 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (627.20087ms) to execute
Sep 27 13:06:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:43.208952 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (428.91241ms) to execute
Sep 27 13:06:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:43.218297 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (192.639662ms) to execute
Sep 27 13:06:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:43.218534 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (197.423264ms) to execute
Sep 27 13:06:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:43.218708 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (275.619007ms) to execute
Sep 27 13:06:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:43.218883 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (297.045516ms) to execute
Sep 27 13:06:49 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:49.463017 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (113.776091ms) to execute
Sep 27 13:06:53 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:53.477211 W | etcdserver: request "header:<ID:14919135698845313159 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:30540051 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (129.722326ms) to execute
Sep 27 13:06:58 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:06:58.799785 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (188.844445ms) to execute
Sep 27 13:07:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:03.809991 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1419" took too long (542.008988ms) to execute
Sep 27 13:07:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:03.810148 W | etcdserver: request "header:<ID:14919135698845313247 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:30540179 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (332.271806ms) to execute
Sep 27 13:07:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:03.811131 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (256.037287ms) to execute
Sep 27 13:07:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:03.811169 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (444.343762ms) to execute
Sep 27 13:07:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:03.811194 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (250.909425ms) to execute
Sep 27 13:07:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:03.811235 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (466.569856ms) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.131102 W | wal: sync duration of 1.301081316s, expected less than 1s
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.131343 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (1.517766242s) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.131395 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/bypasses\" range_end:\"/registry/config.istio.io/bypasset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.374910735s) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.131466 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.570613011s) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.131876 W | etcdserver: request "header:<ID:14919135698845313360 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:30540204 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (1.301696298s) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.131974 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.295516034s) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.456158 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (313.936594ms) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.456477 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (1.305641173s) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.456604 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (735.788104ms) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.456708 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.415594958s) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.456786 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (317.406331ms) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.456905 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rxfr7\" " with result "range_response_count:1 size:2440" took too long (738.072926ms) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.456937 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.587008095s) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.457073 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.297365805s) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.457166 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (220.760616ms) to execute
Sep 27 13:07:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:15.457478 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.591205148s) to execute
Sep 27 13:07:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:22.306897 W | etcdserver: request "header:<ID:14919135698845313454 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:30540219 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5319 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (702.000522ms) to execute
Sep 27 13:07:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:22.307083 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-78996\" " with result "range_response_count:1 size:4368" took too long (119.75791ms) to execute
Sep 27 13:07:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:22.307126 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (184.332287ms) to execute
Sep 27 13:07:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:23.874366 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (313.377942ms) to execute
Sep 27 13:07:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:23.874885 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (363.876344ms) to execute
Sep 27 13:07:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:24.219837 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4376" took too long (133.337068ms) to execute
Sep 27 13:07:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:31.708199 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (128.622332ms) to execute
Sep 27 13:07:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:31.708517 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (128.682844ms) to execute
Sep 27 13:07:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:32.731379 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (204.8186ms) to execute
Sep 27 13:07:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:33.299558 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5394" took too long (697.977722ms) to execute
Sep 27 13:07:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:33.299850 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rxfr7\" " with result "range_response_count:1 size:2440" took too long (389.463864ms) to execute
Sep 27 13:07:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:35.703449 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (149.232054ms) to execute
Sep 27 13:07:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:35.703661 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (110.613069ms) to execute
Sep 27 13:07:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:35.703730 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (105.664018ms) to execute
Sep 27 13:07:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:35.703868 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:33744" took too long (184.769145ms) to execute
Sep 27 13:07:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:36.183090 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries\" range_end:\"/registry/config.istio.io/listentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (280.703932ms) to execute
Sep 27 13:07:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:36.183165 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (224.955335ms) to execute
Sep 27 13:07:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:07:36.183230 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (251.523032ms) to execute
Sep 27 13:08:00 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:00.087680 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (123.584949ms) to execute
Sep 27 13:08:00 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:00.087753 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (123.648272ms) to execute
Sep 27 13:08:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:11.123936 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (122.713596ms) to execute
Sep 27 13:08:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:12.809342 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotas\" range_end:\"/registry/config.istio.io/quotat\" count_only:true " with result "range_response_count:0 size:7" took too long (223.347024ms) to execute
Sep 27 13:08:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:17.486790 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (195.765504ms) to execute
Sep 27 13:08:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:17.946062 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (206.980262ms) to execute
Sep 27 13:08:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:17.946159 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (207.138976ms) to execute
Sep 27 13:08:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:17.946276 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (207.228974ms) to execute
Sep 27 13:08:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:17.946392 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (207.485272ms) to execute
Sep 27 13:08:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:17.946491 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (207.281846ms) to execute
Sep 27 13:08:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:25.955082 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000444-000000000202bfc6.wal is created
Sep 27 13:08:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:25.955355 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (304.55787ms) to execute
Sep 27 13:08:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:25.955667 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (412.328412ms) to execute
Sep 27 13:08:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:25.956389 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (232.899829ms) to execute
Sep 27 13:08:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:35.431532 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/000000000000043f-0000000002007615.wal successfully
