-- Logs begin at Tue 2019-10-29 00:05:09 UTC, end at Fri 2019-11-01 17:36:12 UTC. --
Nov 01 17:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:14:45.362803 I | etcdserver: start to snapshot (applied: 39154848, lastsnap: 39144847)
Nov 01 17:21:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:21:55.959729 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (162.313938ms) to execute
Nov 01 17:22:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:02.287279 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-t4gsx\" " with result "range_response_count:1 size:1735" took too long (133.332732ms) to execute
Nov 01 17:22:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:10.276095 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (185.482824ms) to execute
Nov 01 17:22:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:10.419202 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (277.609595ms) to execute
Nov 01 17:22:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:10.419238 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (291.920662ms) to execute
Nov 01 17:22:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:10.419518 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (140.640992ms) to execute
Nov 01 17:22:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:10.419542 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (100.897995ms) to execute
Nov 01 17:22:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:23.729607 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (349.665489ms) to execute
Nov 01 17:22:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:27.050961 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (556.348386ms) to execute
Nov 01 17:22:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:27.524802 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (620.888596ms) to execute
Nov 01 17:22:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:30.305788 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4ttr8\" " with result "range_response_count:1 size:1731" took too long (649.646969ms) to execute
Nov 01 17:22:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:39.946090 W | wal: sync duration of 1.220689431s, expected less than 1s
Nov 01 17:22:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:39.949618 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (785.191622ms) to execute
Nov 01 17:22:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:39.954301 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (378.860089ms) to execute
Nov 01 17:22:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:39.954358 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (161.858446ms) to execute
Nov 01 17:22:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:47.916737 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (811.293387ms) to execute
Nov 01 17:22:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:47.917142 W | etcdserver: failed to revoke 4f0b6e20c7599f28 ("lease not found")
Nov 01 17:22:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:47.919465 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (752.535555ms) to execute
Nov 01 17:22:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:56.717897 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (183.206102ms) to execute
Nov 01 17:22:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:58.252791 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (327.298817ms) to execute
Nov 01 17:22:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:58.252877 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (243.349197ms) to execute
Nov 01 17:22:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:58.252990 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (225.017331ms) to execute
Nov 01 17:22:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:58.253175 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (327.337029ms) to execute
Nov 01 17:22:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:58.899615 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (172.381023ms) to execute
Nov 01 17:22:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:22:58.900729 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:34725" took too long (637.116306ms) to execute
Nov 01 17:23:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:09.386466 W | wal: sync duration of 1.016539608s, expected less than 1s
Nov 01 17:23:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:09.388897 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (599.683788ms) to execute
Nov 01 17:23:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:09.389257 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-vndpc.15d31935f0bf1774\" " with result "range_response_count:1 size:561" took too long (929.835146ms) to execute
Nov 01 17:23:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:09.389469 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4ttr8\" " with result "range_response_count:1 size:1851" took too long (663.667395ms) to execute
Nov 01 17:23:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:09.389644 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (195.252643ms) to execute
Nov 01 17:23:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:09.389831 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vndpc\" " with result "range_response_count:1 size:1623" took too long (408.240848ms) to execute
Nov 01 17:23:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:09.390006 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (446.251149ms) to execute
Nov 01 17:23:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:09.603325 W | etcdserver: request "header:<ID:14919139277657494855 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:35463505 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:3019 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (110.340861ms) to execute
Nov 01 17:23:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:09.757151 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (156.077671ms) to execute
Nov 01 17:23:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:16.849002 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (449.634128ms) to execute
Nov 01 17:23:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:16.899278 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (474.46759ms) to execute
Nov 01 17:23:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:18.240797 W | wal: sync duration of 1.090966676s, expected less than 1s
Nov 01 17:23:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:18.253981 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (819.458574ms) to execute
Nov 01 17:23:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:18.254400 W | etcdserver: failed to revoke 4f0b6e20c75a5508 ("lease not found")
Nov 01 17:23:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:18.254712 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (799.38359ms) to execute
Nov 01 17:23:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:20.768355 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (193.61697ms) to execute
Nov 01 17:23:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:21.082755 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (226.976917ms) to execute
Nov 01 17:23:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:21.083116 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (277.31343ms) to execute
Nov 01 17:23:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:21.083324 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (165.848646ms) to execute
Nov 01 17:23:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:21.083548 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (308.422697ms) to execute
Nov 01 17:23:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:27.395837 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (286.097078ms) to execute
Nov 01 17:23:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:27.452878 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (342.097324ms) to execute
Nov 01 17:23:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:27.970374 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-t4gsx\" " with result "range_response_count:1 size:1992" took too long (137.914062ms) to execute
Nov 01 17:23:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:30.779380 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (118.514162ms) to execute
Nov 01 17:23:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:37.718634 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (227.448147ms) to execute
Nov 01 17:23:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:38.117024 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (444.580082ms) to execute
Nov 01 17:23:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:47.255283 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (210.589689ms) to execute
Nov 01 17:23:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:48.556862 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (368.475026ms) to execute
Nov 01 17:23:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:48.556902 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (706.930854ms) to execute
Nov 01 17:23:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:48.556946 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (369.518768ms) to execute
Nov 01 17:23:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:48.557068 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (175.761764ms) to execute
Nov 01 17:23:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:48.557163 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (368.810819ms) to execute
Nov 01 17:23:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:48.557216 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (368.708578ms) to execute
Nov 01 17:23:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:48.557292 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (400.932959ms) to execute
Nov 01 17:23:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:48.557399 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (369.335989ms) to execute
Nov 01 17:23:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:48.557799 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (225.971447ms) to execute
Nov 01 17:23:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:51.867970 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (314.197574ms) to execute
Nov 01 17:23:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:51.868220 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (314.223523ms) to execute
Nov 01 17:23:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:23:58.885874 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4ttr8\" " with result "range_response_count:1 size:1731" took too long (122.807977ms) to execute
Nov 01 17:24:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:12.239946 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (124.659491ms) to execute
Nov 01 17:24:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:12.240177 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (124.987173ms) to execute
Nov 01 17:24:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:14.789249 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (112.55777ms) to execute
Nov 01 17:24:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:21.854778 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (672.790624ms) to execute
Nov 01 17:24:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:21.854839 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (726.397287ms) to execute
Nov 01 17:24:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:21.859318 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (340.626099ms) to execute
Nov 01 17:24:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:21.859341 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (593.833524ms) to execute
Nov 01 17:24:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:21.859507 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (114.17928ms) to execute
Nov 01 17:24:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:21.859593 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (641.590428ms) to execute
Nov 01 17:24:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:35.560452 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (131.494064ms) to execute
Nov 01 17:24:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:35.560579 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (187.338736ms) to execute
Nov 01 17:24:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:35.560681 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (111.447101ms) to execute
Nov 01 17:24:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:35.561020 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (187.6634ms) to execute
Nov 01 17:24:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:35.841546 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (264.645848ms) to execute
Nov 01 17:24:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:42.982203 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (261.70208ms) to execute
Nov 01 17:24:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:43.142963 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:133" took too long (155.14988ms) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.302441 W | wal: sync duration of 2.298141903s, expected less than 1s
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.306090 W | etcdserver: failed to revoke 4f0b6e20c75a57fd ("lease not found")
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.306119 W | etcdserver: failed to revoke 4f0b6e20c75a57fd ("lease not found")
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.306134 W | etcdserver: failed to revoke 4f0b6e20c75a57fd ("lease not found")
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.306199 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (2.147991177s) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.309503 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4bmcm\" " with result "range_response_count:1 size:1734" took too long (1.462028674s) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.310000 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (211.130273ms) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.310198 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (301.598541ms) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.311374 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4ttr8\" " with result "range_response_count:1 size:1855" took too long (602.243176ms) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.311885 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (945.863056ms) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.312088 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (1.122136518s) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.312157 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4bmcm.15d3193604ccfdc8\" " with result "range_response_count:1 size:550" took too long (1.454304275s) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.312199 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (1.123582233s) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.312353 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (1.123762027s) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.312433 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (1.122727293s) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.312545 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.454546382s) to execute
Nov 01 17:24:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:49.312603 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (1.123813806s) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.047555 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (717.037079ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.057410 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (133.063365ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.058384 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4bmcm.15d319360e367c61\" " with result "range_response_count:1 size:561" took too long (634.330123ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.058582 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (500.929293ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.058675 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (127.090306ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.058891 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (724.338326ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.059189 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (725.587093ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.059573 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (728.554073ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.059907 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (728.916363ms) to execute
