-- Logs begin at Sat 2019-11-02 00:45:01 UTC, end at Tue 2019-11-05 04:06:47 UTC. --
Nov 05 03:46:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:46:18.779081 N | compactor: Starting auto-compaction at revision 36152226
Nov 05 03:55:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:54.111681 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (732.368186ms) to execute
Nov 05 03:55:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:58.656223 W | wal: sync duration of 1.237116183s, expected less than 1s
Nov 05 03:55:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:58.659718 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (788.718679ms) to execute
Nov 05 03:55:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:55:58.659781 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (797.012379ms) to execute
Nov 05 03:56:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:01.414420 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (305.807062ms) to execute
Nov 05 03:56:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:02.420334 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (373.440967ms) to execute
Nov 05 03:56:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:09.369050 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:133" took too long (321.940905ms) to execute
Nov 05 03:56:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:09.401077 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (284.926855ms) to execute
Nov 05 03:56:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:09.401414 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-sph8z\" " with result "range_response_count:1 size:1735" took too long (124.366214ms) to execute
Nov 05 03:56:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:23.936909 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (275.071234ms) to execute
Nov 05 03:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:34.432036 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (111.482617ms) to execute
Nov 05 03:56:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:44.660858 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (216.639464ms) to execute
Nov 05 03:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:54.099538 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (496.461602ms) to execute
Nov 05 03:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:54.134860 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (124.189055ms) to execute
Nov 05 03:56:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:56:54.135214 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (382.340713ms) to execute
Nov 05 03:57:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:07.788990 W | wal: sync duration of 1.26128051s, expected less than 1s
Nov 05 03:57:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:07.791726 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vdmzh\" " with result "range_response_count:1 size:1735" took too long (300.784082ms) to execute
Nov 05 03:57:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:07.800112 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4dzz2\" " with result "range_response_count:1 size:1733" took too long (252.948547ms) to execute
Nov 05 03:57:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:07.800311 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (135.439476ms) to execute
Nov 05 03:57:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:12.761740 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (524.061943ms) to execute
Nov 05 03:57:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:12.777082 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (267.951013ms) to execute
Nov 05 03:57:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:15.498293 W | wal: sync duration of 1.156879085s, expected less than 1s
Nov 05 03:57:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:15.501163 W | etcdserver: failed to revoke 4f0b6e20c78997c3 ("lease not found")
Nov 05 03:57:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:15.501272 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (308.72803ms) to execute
Nov 05 03:57:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:15.501341 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (595.523664ms) to execute
Nov 05 03:57:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:15.501612 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (279.959557ms) to execute
Nov 05 03:57:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:15.501631 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (421.55883ms) to execute
Nov 05 03:57:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:15.501766 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (718.271035ms) to execute
Nov 05 03:57:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:15.502046 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (467.281745ms) to execute
Nov 05 03:57:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:18.437798 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-sph8z\" " with result "range_response_count:1 size:1855" took too long (157.921152ms) to execute
Nov 05 03:57:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:18.438226 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (200.451622ms) to execute
Nov 05 03:57:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:29.986202 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (427.054592ms) to execute
Nov 05 03:57:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:30.017335 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (238.407959ms) to execute
Nov 05 03:57:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:30.017490 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (381.001225ms) to execute
Nov 05 03:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:36.115628 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (312.194341ms) to execute
Nov 05 03:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:36.115676 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (311.398396ms) to execute
Nov 05 03:57:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:36.116391 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (312.174279ms) to execute
Nov 05 03:57:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:37.858965 W | wal: sync duration of 1.277071635s, expected less than 1s
Nov 05 03:57:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:45.384331 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (827.726715ms) to execute
Nov 05 03:57:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:47.000858 I | mvcc: store.index: compact 36226589
Nov 05 03:57:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:57:47.006301 I | mvcc: finished scheduled compaction at 36226589 (took 4.527132ms)
Nov 05 03:58:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:01.253760 W | wal: sync duration of 1.013424523s, expected less than 1s
Nov 05 03:58:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:01.254158 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (679.898766ms) to execute
Nov 05 03:58:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:03.046673 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (187.822751ms) to execute
Nov 05 03:58:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:08.834954 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (544.889902ms) to execute
Nov 05 03:58:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:27.222950 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (167.288946ms) to execute
Nov 05 03:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:31.634527 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-96kkb\" " with result "range_response_count:1 size:1121" took too long (141.586377ms) to execute
Nov 05 03:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:31.634707 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d4282582bf85e6\" " with result "range_response_count:1 size:485" took too long (141.781794ms) to execute
Nov 05 03:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:31.635045 W | etcdserver: request "header:<ID:14919139277660592959 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-96kkb.15d42825846fe1f7\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-96kkb.15d42825846fe1f7\" value_size:392 lease:5695767240805817118 >> failure:<>>" with result "size:20" took too long (133.137836ms) to execute
Nov 05 03:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:31.650276 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-98mm4\" " with result "range_response_count:1 size:1121" took too long (154.572686ms) to execute
Nov 05 03:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:31.650690 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (155.358892ms) to execute
Nov 05 03:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:31.685433 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-b7hfk\" " with result "range_response_count:1 size:1121" took too long (180.575422ms) to execute
Nov 05 03:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:31.685721 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ztrcz\" " with result "range_response_count:1 size:1121" took too long (181.452847ms) to execute
Nov 05 03:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:31.860804 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1066" took too long (169.985535ms) to execute
Nov 05 03:58:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:34.685067 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ztrcz\" " with result "range_response_count:1 size:1502" took too long (512.214455ms) to execute
Nov 05 03:58:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:34.685703 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4dzz2\" " with result "range_response_count:1 size:1733" took too long (126.928375ms) to execute
Nov 05 03:58:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 03:58:34.686100 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4dzz2.15d427e2c3b330f8\" " with result "range_response_count:1 size:591" took too long (126.185876ms) to execute
Nov 05 04:00:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:00:31.702008 W | etcdserver: request "header:<ID:14919139277660594394 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-wz9xs\" mod_revision:36228335 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-wz9xs\" value_size:1426 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-wz9xs\" > >>" with result "size:20" took too long (128.921072ms) to execute
Nov 05 04:02:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:02:47.010715 I | mvcc: store.index: compact 36227646
Nov 05 04:02:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:02:47.018780 I | mvcc: finished scheduled compaction at 36227646 (took 6.965693ms)
Nov 05 04:03:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:10.785814 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (214.672098ms) to execute
Nov 05 04:03:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:23.566607 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-5vqdr.15d428512016b272\" " with result "range_response_count:1 size:587" took too long (316.903437ms) to execute
Nov 05 04:03:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:23.566833 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (469.824713ms) to execute
Nov 05 04:03:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:23.567115 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (186.344735ms) to execute
Nov 05 04:03:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:24.995106 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (268.144217ms) to execute
Nov 05 04:03:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:24.997884 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8jzrp\" " with result "range_response_count:1 size:1855" took too long (170.898418ms) to execute
Nov 05 04:03:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:35.895707 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4dzz2\" " with result "range_response_count:1 size:1956" took too long (237.772889ms) to execute
Nov 05 04:03:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:37.584409 W | wal: sync duration of 1.682504282s, expected less than 1s
Nov 05 04:03:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:37.587218 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.284216663s) to execute
Nov 05 04:03:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:37.624006 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (542.187156ms) to execute
Nov 05 04:03:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:37.624517 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (1.242189209s) to execute
Nov 05 04:03:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:37.624854 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (712.077515ms) to execute
Nov 05 04:03:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:41.492056 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (566.154257ms) to execute
Nov 05 04:03:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:55.445140 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (165.666714ms) to execute
Nov 05 04:03:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:03:55.445290 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (165.690429ms) to execute
Nov 05 04:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:04:16.353142 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (506.718172ms) to execute
Nov 05 04:04:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 04:04:16.353305 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (511.57038ms) to execute
