-- Logs begin at Sun 2019-09-29 19:03:45 UTC, end at Tue 2019-10-01 16:50:50 UTC. --
Oct 01 16:29:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:29:20.791169 W | etcdserver: request "header:<ID:14919135698848950829 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:31245519 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (121.232943ms) to execute
Oct 01 16:46:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:29.918495 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-fznqx\" " with result "range_response_count:1 size:3231" took too long (168.838543ms) to execute
Oct 01 16:46:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:29.918728 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1154" took too long (166.733771ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.137889 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-galley-56c4cc5dc6-xp6bc\" " with result "range_response_count:1 size:2283" took too long (180.120528ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.138043 W | etcdserver: request "header:<ID:14919135698848962005 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" mod_revision:31248080 > success:<request_put:<key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" value_size:904 >> failure:<request_range:<key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (145.247733ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.156958 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-vch9r\" " with result "range_response_count:1 size:3231" took too long (169.933532ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.395727 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (199.468166ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.395889 W | etcdserver: request "header:<ID:14919135698848962023 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" mod_revision:31248086 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" value_size:2647 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" > >>" with result "size:20" took too long (148.499441ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.415084 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-qcgqg\" " with result "range_response_count:1 size:2871" took too long (183.105781ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.415421 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:836" took too long (183.953872ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.415633 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wx577\" " with result "range_response_count:1 size:3231" took too long (189.141962ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.646366 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-egressgateway-54b4586c76-cq45p.15c993bdf5c496f1\" " with result "range_response_count:1 size:604" took too long (186.67814ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.646567 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-cq45p\" " with result "range_response_count:1 size:2753" took too long (187.397251ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.646788 W | etcdserver: request "header:<ID:14919135698848962040 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15c993be425adddf\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15c993be425adddf\" value_size:403 lease:5695763661994186098 >> failure:<>>" with result "size:20" took too long (149.759157ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.665206 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (183.234678ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.665375 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-cq45p\" " with result "range_response_count:1 size:2753" took too long (179.762007ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.665631 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-xjsxh\" " with result "range_response_count:1 size:3231" took too long (181.628791ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.918957 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-init-crd-10-nckkn\" " with result "range_response_count:1 size:1794" took too long (187.536512ms) to execute
Oct 01 16:46:30 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:30.919039 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-qcgqg\" " with result "range_response_count:1 size:2871" took too long (186.058992ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.161087 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (155.487878ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.200059 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-r8xgt\" " with result "range_response_count:1 size:2871" took too long (176.760146ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.200144 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-pilot\" " with result "range_response_count:1 size:536" took too long (185.066566ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.406914 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-nc25w\" " with result "range_response_count:1 size:2871" took too long (165.528531ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.438924 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (180.757579ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.439530 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-nc25w\" " with result "range_response_count:1 size:2871" took too long (182.569222ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.439985 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (139.072015ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.654302 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-w8pd5\" " with result "range_response_count:1 size:2871" took too long (174.418014ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.680702 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-policy\" " with result "range_response_count:1 size:926" took too long (178.336458ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.899946 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (178.670858ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.900017 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-hb46f\" " with result "range_response_count:1 size:2434" took too long (176.330154ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.926696 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-security-post-install-1.1.5-pssns\" " with result "range_response_count:1 size:2255" took too long (179.916025ms) to execute
Oct 01 16:46:31 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:31.926897 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2867" took too long (178.190489ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.146681 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-policy\" " with result "range_response_count:1 size:926" took too long (141.327057ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.146792 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2867" took too long (157.436402ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.147095 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-telemetry-57658695c8-jzt7d\" " with result "range_response_count:1 size:3663" took too long (160.808415ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.147255 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993be8dcbf832\" " with result "range_response_count:1 size:580" took too long (157.516821ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.147457 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2867" took too long (158.789418ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.148612 W | etcdserver: request "header:<ID:14919135698848962156 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-sidecar-injector-8946597f4\" mod_revision:31248183 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-sidecar-injector-8946597f4\" value_size:2158 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-sidecar-injector-8946597f4\" > >>" with result "size:20" took too long (141.723425ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.406936 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-899g4\" " with result "range_response_count:1 size:2355" took too long (200.551989ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.406993 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-tracing-77885fdf8d-z824d\" " with result "range_response_count:1 size:2243" took too long (203.235442ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.407064 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-telemetry\" " with result "range_response_count:1 size:959" took too long (206.083767ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.407237 W | etcdserver: request "header:<ID:14919135698848962171 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-telemetry-57658695c8\" mod_revision:31248194 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-telemetry-57658695c8\" value_size:2633 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-telemetry-57658695c8\" > >>" with result "size:20" took too long (159.794593ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.407636 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (183.627524ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.407672 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (100.796998ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.407792 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (176.167523ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.408042 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-899g4\" " with result "range_response_count:1 size:2355" took too long (178.166374ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.673531 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (190.67919ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.688989 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-r8xgt\" " with result "range_response_count:1 size:2871" took too long (181.323347ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.689073 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-r8xgt.15c993be626f5902\" " with result "range_response_count:1 size:608" took too long (179.388063ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.915489 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-z866q\" " with result "range_response_count:1 size:2767" took too long (169.207284ms) to execute
Oct 01 16:46:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:32.915671 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (168.854475ms) to execute
Oct 01 16:46:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:33.165575 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-v7hnn\" " with result "range_response_count:1 size:2767" took too long (166.15082ms) to execute
Oct 01 16:46:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:33.170732 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (147.465046ms) to execute
Oct 01 16:46:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:33.170859 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-v7hnn\" " with result "range_response_count:1 size:2767" took too long (151.02458ms) to execute
Oct 01 16:46:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:33.388008 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-z866q\" " with result "range_response_count:1 size:2767" took too long (126.715116ms) to execute
Oct 01 16:46:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:33.388162 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (125.132801ms) to execute
Oct 01 16:46:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:46:33.631103 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/kiali-59765b9f4b-ckqhw\" " with result "range_response_count:1 size:1849" took too long (138.572125ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.054872 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-galley-56c4cc5dc6-xp6bc\" " with result "range_response_count:1 size:2283" took too long (140.188166ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.055231 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (137.920613ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.274225 W | etcdserver: request "header:<ID:14919135698848963058 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993be8dcbf832\" mod_revision:31248188 > success:<request_put:<key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993be8dcbf832\" value_size:466 lease:5695763661994187055 >> failure:<request_range:<key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993be8dcbf832\" > >>" with result "size:20" took too long (121.200731ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.274403 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-policy\" " with result "range_response_count:1 size:926" took too long (131.057198ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.274562 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2867" took too long (133.4242ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.274655 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1279" took too long (123.737949ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.504398 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (133.431224ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.504840 W | etcdserver: request "header:<ID:14919135698848963086 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/kiali-59765b9f4b-ckqhw\" mod_revision:31248263 > success:<request_put:<key:\"/registry/pods/istio-system/kiali-59765b9f4b-ckqhw\" value_size:1770 >> failure:<request_range:<key:\"/registry/pods/istio-system/kiali-59765b9f4b-ckqhw\" > >>" with result "size:20" took too long (125.519421ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.527558 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/kiali-59765b9f4b-ckqhw\" " with result "range_response_count:1 size:1849" took too long (153.03179ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.527660 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (156.41728ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.527870 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (156.270956ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.528292 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/kiali-59765b9f4b-ckqhw.15c993bef53e59ef\" " with result "range_response_count:1 size:562" took too long (153.112893ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.724043 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-r8xgt\" " with result "range_response_count:1 size:2871" took too long (133.06039ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.724357 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (102.175101ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.724440 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (132.696435ms) to execute
Oct 01 16:47:51 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:51.935066 W | etcdserver: request "header:<ID:14919135698848963130 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-citadel-57cff9f899-zrjhz.15c993bddaddb48a\" mod_revision:31248429 > success:<request_put:<key:\"/registry/events/istio-system/istio-citadel-57cff9f899-zrjhz.15c993bddaddb48a\" value_size:470 lease:5695763661994187055 >> failure:<request_range:<key:\"/registry/events/istio-system/istio-citadel-57cff9f899-zrjhz.15c993bddaddb48a\" > >>" with result "size:20" took too long (109.585927ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.153966 W | etcdserver: request "header:<ID:14919135698848963152 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-nc25w.15c993be6f51ec69\" mod_revision:31248453 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-nc25w.15c993be6f51ec69\" value_size:485 lease:5695763661994187055 >> failure:<request_range:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-nc25w.15c993be6f51ec69\" > >>" with result "size:20" took too long (117.212135ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.176595 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" " with result "range_response_count:1 size:3517" took too long (138.142706ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.212222 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6199" took too long (165.053173ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.379804 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-cq45p\" " with result "range_response_count:1 size:2753" took too long (156.323814ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.380092 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (137.157807ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.418992 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (164.615977ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.419333 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-cq45p\" " with result "range_response_count:1 size:2753" took too long (164.08057ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.419514 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-egressgateway-54b4586c76-cq45p.15c993bdf5c496f1\" " with result "range_response_count:1 size:604" took too long (160.642692ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.421406 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6162" took too long (162.854055ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.606102 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-899g4\" " with result "range_response_count:1 size:2355" took too long (122.34967ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.642411 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-sidecar-injector-8946597f4-899g4.15c993bea911828c\" " with result "range_response_count:1 size:611" took too long (157.547437ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.821172 W | etcdserver: request "header:<ID:14919135698848963200 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-r8xgt.15c993be626f5902\" mod_revision:31248455 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-r8xgt.15c993be626f5902\" value_size:485 lease:5695763661994187055 >> failure:<request_range:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-r8xgt.15c993be626f5902\" > >>" with result "size:20" took too long (113.106225ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.821745 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-v7hnn\" " with result "range_response_count:1 size:2767" took too long (110.594786ms) to execute
Oct 01 16:47:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:52.848278 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-egressgateway-54b4586c76-ws729.15c99359b557dbbc\" " with result "range_response_count:1 size:682" took too long (112.773446ms) to execute
Oct 01 16:47:53 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:47:53.255034 W | etcdserver: request "header:<ID:14919135698848963247 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-6sxhm\" mod_revision:31248514 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-6sxhm\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-6sxhm\" > >>" with result "size:20" took too long (136.362639ms) to execute
